special_id,canonical_or_tag,old_verdict,refined_verdict,refined_reason,general_overlap,previous_product_fit_verdict,general_discoverability_note,provenance_note,initial_reason
1027,poking penis,NEEDS_REVIEW,KEEP_SPECIAL,poking penisは男性器への具体的な接触/action variantで、単なるGeneral body-partではない。旧Product-Fit REVIEWでも意味を一般化せずSpecialに残す。,YES,REVIEW,General exact canonical=poking_penis; 日本語表示=陰茎をつつく; 日本語search=陰茎をつつく; #64 browse path=ACTION_CONTACT/INTERACTION.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=REVIEW。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,旧Product-Fit REVIEWを再確認したが、exact overlapだけではGeneral十分性もSpecial不要性も確定できない。意味・視覚的境界を保留。
1028,penis face,NEEDS_REVIEW,KEEP_SPECIAL,penis faceはbody-siteを伴う異常配置/sexual visual templateで、Generalのbody-part検索だけでは同じ発見価値を代替できない。,YES,REVIEW,General exact canonical=penis_face; 日本語表示=ペニスの顔; 日本語search=ペニスの顔; #64 browse path=BODY_PART.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=REVIEW。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,旧Product-Fit REVIEWを再確認したが、exact overlapだけではGeneral十分性もSpecial不要性も確定できない。意味・視覚的境界を保留。
1034,presenting penis,NEEDS_REVIEW,KEEP_SPECIAL,presenting penisは一般poseではなく、特定body-site/sexual relationを持つcomposition。明示的に選ぶSpecial概念として保持する。,YES,KEEP,General exact canonical=presenting_penis; 日本語表示=陰茎を見せる; 日本語search=見せる・penis; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
1037,clear insertion,NEEDS_REVIEW,NEEDS_REVIEW,clear insertionは透明表現・挿入状態・別のcanonical意味のいずれかが不明で、旧KEEP_REFERENCE_ONLY evidenceだけではdeep valueを確定できない。,YES,KEEP_REFERENCE_ONLY,General exact canonical=clear_insertion; 日本語表示=透明な挿入; 日本語search=透明な挿入; #64 browse path=STYLE_QUALITY_META.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP_REFERENCE_ONLY。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,旧KEEP_REFERENCE_ONLYだが、clear insertionが透明表現・挿入状態・別の意味のどれか不明。日本語表示だけではdeep valueを安全に評価できない。
1041,imminent masturbation,NEEDS_REVIEW,KEEP_SPECIAL,imminent masturbationはimplied/imminent/after/invitation/gesture等を含む具体的な性的行為variantまたは時間・文脈状態。General exact overlapがあっても、ユーザーが明示選択するSpecial deep-discovery価値を持つ。,YES,KEEP,General exact canonical=imminent_masturbation; 日本語表示=自慰直前; 日本語search=直前のmasturbation; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。
1048,implied vaginal,NEEDS_REVIEW,KEEP_SPECIAL,implied vaginalはvaginal body-siteを含む性的文脈で、一般的なscene/contextではなく挿入先を示す深い意味を持つ。,YES,KEEP,General exact canonical=implied_vaginal; 日本語表示=膣性交を示唆; 日本語search=暗示された・vaginal; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。
1049,scrotum piercing,NEEDS_REVIEW,KEEP_SPECIAL,scrotum piercingはsex toy・piercing・特殊器具またはbody-siteに結びついたimplement。General object browseだけでは独立した深掘り発見価値を代替できない。,YES,KEEP,General exact canonical=scrotum_piercing; 日本語表示=陰嚢のピアス; 日本語search=陰嚢のピアス; #64 browse path=BODY_PART.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
1057,penis growth,NEEDS_REVIEW,KEEP_SPECIAL,penis growthはbare body-partではなく、特殊な身体状態・形状・visibility・markを指定する。General exact overlapだけではSpecialのdeep-discovery価値を失わない。,YES,KEEP,General exact canonical=penis_growth; 日本語表示=陰茎の成長; 日本語search=陰茎の成長; #64 browse path=BODY_PART.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
1062,after gangbang,NEEDS_REVIEW,KEEP_SPECIAL,after gangbangはimplied/imminent/after/invitation/gesture等を含む具体的な性的行為variantまたは時間・文脈状態。General exact overlapがあっても、ユーザーが明示選択するSpecial deep-discovery価値を持つ。,YES,KEEP,General exact canonical=after_gangbang; 日本語表示=輪姦の後; 日本語search=後の輪姦; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。
1064,penis tattoo,NEEDS_REVIEW,KEEP_SPECIAL,penis tattooはbare body-partではなく、特殊な身体状態・形状・visibility・markを指定する。General exact overlapだけではSpecialのdeep-discovery価値を失わない。,YES,KEEP,General exact canonical=penis_tattoo; 日本語表示=ペニスタトゥー; 日本語search=ペニスタトゥー; #64 browse path=BODY_PART.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
1065,vibrator under swimsuit,NEEDS_REVIEW,KEEP_SPECIAL,vibrator under swimsuitはsex toy・piercing・特殊器具またはbody-siteに結びついたimplement。General object browseだけでは独立した深掘り発見価値を代替できない。,YES,KEEP,General exact canonical=vibrator_under_swimsuit; 日本語表示=水着の下のバイブレーター; 日本語search=vibrator underの水着; #64 browse path=CLOTHING_STATE_EXPOSURE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
1068,implied orgasm,NEEDS_REVIEW,KEEP_SPECIAL,implied orgasmはimplied/imminent/after/invitation/gesture等を含む具体的な性的行為variantまたは時間・文脈状態。General exact overlapがあっても、ユーザーが明示選択するSpecial deep-discovery価値を持つ。,YES,KEEP,General exact canonical=implied_orgasm; 日本語表示=暗黙のオーガズム; 日本語search=暗黙のオーガズム; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。
1069,paizuri gesture,NEEDS_REVIEW,KEEP_SPECIAL,paizuri gestureはimplied/imminent/after/invitation/gesture等を含む具体的な性的行為variantまたは時間・文脈状態。General exact overlapがあっても、ユーザーが明示選択するSpecial deep-discovery価値を持つ。,YES,KEEP,General exact canonical=paizuri_gesture; 日本語表示=パイズリのジェスチャー; 日本語search=パイズリのジェスチャー; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。
1073,simulated handjob,NEEDS_REVIEW,KEEP_SPECIAL,simulated handjobはimplied/imminent/after/invitation/gesture等を含む具体的な性的行為variantまたは時間・文脈状態。General exact overlapがあっても、ユーザーが明示選択するSpecial deep-discovery価値を持つ。,YES,KEEP,General exact canonical=simulated_handjob; 日本語表示=疑似手コキ; 日本語search=タグ「simulated handjob」; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。
1075,chocolate on penis,NEEDS_REVIEW,KEEP_SPECIAL,chocolate on penisはbody-site・object・placement・contactを結合した具体的なsexual visual。Generalの単語/浅いtaxonomyだけでは同じactor/target/topologyを発見できないためKEEP_SPECIAL。,YES,KEEP,General exact canonical=chocolate_on_penis; 日本語表示=ペニスのチョコレート; 日本語search=ペニスのチョコレート; #64 browse path=ACTION_CONTACT/INTERACTION.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
1076,imminent double penetration,NEEDS_REVIEW,KEEP_SPECIAL,imminent double penetrationはimplied/imminent/after/invitation/gesture等を含む具体的な性的行為variantまたは時間・文脈状態。General exact overlapがあっても、ユーザーが明示選択するSpecial deep-discovery価値を持つ。,YES,KEEP,General exact canonical=imminent_double_penetration; 日本語表示=二重挿入直前; 日本語search=差し迫った二重浸透; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。
1078,penis in another's thighhigh,NEEDS_REVIEW,KEEP_SPECIAL,penis in another's thighhighはbody-site・object・placement・contactを結合した具体的なsexual visual。Generalの単語/浅いtaxonomyだけでは同じactor/target/topologyを発見できないためKEEP_SPECIAL。,YES,KEEP,General exact canonical=penis_in_another's_thighhigh; 日本語表示=他人のサイハイソックスの中の陰茎; 日本語search=ニーソコキ; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
1085,implied anilingus,NEEDS_REVIEW,KEEP_SPECIAL,implied anilingusはimplied/imminent/after/invitation/gesture等を含む具体的な性的行為variantまたは時間・文脈状態。General exact overlapがあっても、ユーザーが明示選択するSpecial deep-discovery価値を持つ。,YES,KEEP,General exact canonical=implied_anilingus; 日本語表示=暗黙のアニリンガス; 日本語search=暗黙のアニリンガス; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。
1095,pussy on glass,NEEDS_REVIEW,KEEP_SPECIAL,pussy on glassはbody-site・object・placement・contactを結合した具体的なsexual visual。Generalの単語/浅いtaxonomyだけでは同じactor/target/topologyを発見できないためKEEP_SPECIAL。,YES,KEEP,General exact canonical=pussy_on_glass; 日本語表示=ガラスに押し付けた外陰部; 日本語search=pussyの上のglass; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
1098,testicle tattoo,NEEDS_REVIEW,KEEP_SPECIAL,testicle tattooはbare body-partではなく、特殊な身体状態・形状・visibility・markを指定する。General exact overlapだけではSpecialのdeep-discovery価値を失わない。,YES,KEEP,General exact canonical=testicle_tattoo; 日本語表示=睾丸のタトゥー; 日本語search=test丸タトゥー; #64 browse path=BODY_PART.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
1102,implied after paizuri,NEEDS_REVIEW,KEEP_SPECIAL,implied after paizuriはimplied/imminent/after/invitation/gesture等を含む具体的な性的行為variantまたは時間・文脈状態。General exact overlapがあっても、ユーザーが明示選択するSpecial deep-discovery価値を持つ。,YES,KEEP,General exact canonical=implied_after_paizuri; 日本語表示=パイズリ後を示唆; 日本語search=暗示された・後のpaizuri; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。
1106,penis to navel,NEEDS_REVIEW,KEEP_SPECIAL,penis to navelはbody-site・object・placement・contactを結合した具体的なsexual visual。Generalの単語/浅いtaxonomyだけでは同じactor/target/topologyを発見できないためKEEP_SPECIAL。,YES,KEEP,General exact canonical=penis_to_navel; 日本語表示=陰茎をへそに当てる; 日本語search=臍姦; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
1112,lipstick mark on pussy,NEEDS_REVIEW,KEEP_SPECIAL,lipstick mark on pussyはbody-site・object・placement・contactを結合した具体的なsexual visual。Generalの単語/浅いtaxonomyだけでは同じactor/target/topologyを発見できないためKEEP_SPECIAL。,YES,KEEP,General exact canonical=lipstick_mark_on_pussy; 日本語表示=女性器の口紅マーク; 日本語search=女性器の口紅マーク; #64 browse path=COLOR_APPEARANCE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
1116,dick in a box,NEEDS_REVIEW,KEEP_SPECIAL,dick in a boxはbody-site・object・placement・contactを結合した具体的なsexual visual。Generalの単語/浅いtaxonomyだけでは同じactor/target/topologyを発見できないためKEEP_SPECIAL。,YES,KEEP,General exact canonical=dick_in_a_box; 日本語表示=箱の中の陰茎; 日本語search=dickの中の1つのbox; #64 browse path=OBJECT_PROP/DAILY.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
1117,fake penis shadow,NEEDS_REVIEW,NEEDS_REVIEW,fake penis shadowはvisual artifact/templateなのか身体状態なのかが不明で、旧Product-Fit REVIEWをGeneral/KEEPへ安全に確定できない。,YES,REVIEW,General exact canonical=fake_penis_shadow; 日本語表示=偽の陰茎の影; 日本語search=偽のpenis・shadow; #64 browse path=STYLE_QUALITY_META.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=REVIEW。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,旧Product-Fit REVIEWを再確認したが、exact overlapだけではGeneral十分性もSpecial不要性も確定できない。意味・視覚的境界を保留。
1120,imminent ejaculation,NEEDS_REVIEW,KEEP_SPECIAL,imminent ejaculationはimplied/imminent/after/invitation/gesture等を含む具体的な性的行為variantまたは時間・文脈状態。General exact overlapがあっても、ユーザーが明示選択するSpecial deep-discovery価値を持つ。,YES,KEEP,General exact canonical=imminent_ejaculation; 日本語表示=射精直前; 日本語search=直前のejaculation; #64 browse path=ACTION_CONTACT/INTERACTION.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。
1122,handjob gesture (not ok),NEEDS_REVIEW,NEEDS_REVIEW,handjob gesture (not ok)はgestureの意味とnot-okのconsent/intensity条件の境界が不明。一般handjobへ正規化すると重要な意味差を失う可能性がある。,YES,REVIEW,General exact canonical=handjob_gesture_(not_ok); 日本語表示=handjob gesture（not ok）; 日本語search=タグ「handjob gesture (not ok)」; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=REVIEW。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,旧Product-Fit REVIEWを再確認したが、exact overlapだけではGeneral十分性もSpecial不要性も確定できない。意味・視覚的境界を保留。
1123,lipstick mark on anus,NEEDS_REVIEW,KEEP_SPECIAL,lipstick mark on anusはbody-site・object・placement・contactを結合した具体的なsexual visual。Generalの単語/浅いtaxonomyだけでは同じactor/target/topologyを発見できないためKEEP_SPECIAL。,YES,KEEP,General exact canonical=lipstick_mark_on_anus; 日本語表示=肛門の口紅跡; 日本語search=口紅・印の上のanus; #64 browse path=COLOR_APPEARANCE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
1137,fingering gesture,NEEDS_REVIEW,KEEP_SPECIAL,fingering gestureはimplied/imminent/after/invitation/gesture等を含む具体的な性的行為variantまたは時間・文脈状態。General exact overlapがあっても、ユーザーが明示選択するSpecial deep-discovery価値を持つ。,YES,KEEP,General exact canonical=fingering_gesture; 日本語表示=fingering gesture; 日本語search=タグ「fingering gesture」; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。
1139,game controller nipples (meme),NEEDS_REVIEW,NEEDS_REVIEW,game controller nipples (meme)はmeme/named visual conceptで、一般objectと特殊sexual templateの境界が不明。,YES,REVIEW,General exact canonical=game_controller_nipples_(meme); 日本語表示=ゲームコントローラー乳首（ミーム）; 日本語search=game controller nipples (meme); #64 browse path=(taxonomy pathなし; General検索/overlay経路).,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=REVIEW。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,旧Product-Fit REVIEWを再確認したが、exact overlapだけではGeneral十分性もSpecial不要性も確定できない。意味・視覚的境界を保留。
1140,penis in swimsuit,NEEDS_REVIEW,KEEP_SPECIAL,penis in swimsuitはbody-site・object・placement・contactを結合した具体的なsexual visual。Generalの単語/浅いtaxonomyだけでは同じactor/target/topologyを発見できないためKEEP_SPECIAL。,YES,KEEP,General exact canonical=penis_in_swimsuit; 日本語表示=水着の中の陰茎; 日本語search=水着の陰茎; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
1145,censored testicles,NEEDS_REVIEW,KEEP_SPECIAL,censored testiclesはbare body-partではなく、特殊な身体状態・形状・visibility・markを指定する。General exact overlapだけではSpecialのdeep-discovery価値を失わない。,YES,KEEP,General exact canonical=censored_testicles; 日本語表示=検閲された睾丸; 日本語search=タグ「censored testicles」; #64 browse path=STYLE_QUALITY_META.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
1147,mismatched nipple piercing,NEEDS_REVIEW,KEEP_SPECIAL,mismatched nipple piercingはsex toy・piercing・特殊器具またはbody-siteに結びついたimplement。General object browseだけでは独立した深掘り発見価値を代替できない。,YES,KEEP,General exact canonical=mismatched_nipple_piercing; 日本語表示=左右不揃いの・乳首のピアス; 日本語search=左右不揃いの・乳首のピアス; #64 browse path=COLOR_APPEARANCE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
1148,mole on testicles,NEEDS_REVIEW,KEEP_SPECIAL,mole on testiclesはbody-site・object・placement・contactを結合した具体的なsexual visual。Generalの単語/浅いtaxonomyだけでは同じactor/target/topologyを発見できないためKEEP_SPECIAL。,YES,KEEP,General exact canonical=mole_on_testicles; 日本語表示=睾丸のほくろ; 日本語search=睾丸のほくろ; #64 browse path=BODY_PART.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
1152,imminent object insertion,NEEDS_REVIEW,KEEP_SPECIAL,imminent object insertionはimplied/imminent/after/invitation/gesture等を含む具体的な性的行為variantまたは時間・文脈状態。General exact overlapがあっても、ユーザーが明示選択するSpecial deep-discovery価値を持つ。,YES,KEEP,General exact canonical=imminent_object_insertion; 日本語表示=物体挿入直前; 日本語search=物体挿入直前; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。
1161,penis on tongue,NEEDS_REVIEW,KEEP_SPECIAL,penis on tongueはbody-site・object・placement・contactを結合した具体的なsexual visual。Generalの単語/浅いtaxonomyだけでは同じactor/target/topologyを発見できないためKEEP_SPECIAL。,YES,KEEP,General exact canonical=penis_on_tongue; 日本語表示=舌の上の陰茎; 日本語search=penisの上のtongue; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、複合visual・身体状態・器具・行為のどの意味要素をGeneralだけで失わず再現できるかが未確定。保留。
1167,implied threesome,NEEDS_REVIEW,KEEP_SPECIAL,implied threesomeはimplied/imminent/after/invitation/gesture等を含む具体的な性的行為variantまたは時間・文脈状態。General exact overlapがあっても、ユーザーが明示選択するSpecial deep-discovery価値を持つ。,YES,KEEP,General exact canonical=implied_threesome; 日本語表示=3人での性行為を示唆; 日本語search=暗示された・threesome; #64 browse path=ACTION_CONTACT/INTIMATE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=KEEP。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,General exact overlapはあるが、implied/after/imminent/gesture等の性的文脈が単なるGeneral supportで足りるか、独立した発見対象かを個別に確定できない。
1171,instance domination,NEEDS_REVIEW,NEEDS_REVIEW,instance dominationは旧OUT_OF_SCOPE_PRODUCTで、dominationの一般概念か作品固有のnamed conceptかが不明。General移管/保持を保留。,YES,OUT_OF_SCOPE_PRODUCT,General exact canonical=instance_domination; 日本語表示=インスタンスの支配; 日本語search=インスタンスの支配; #64 browse path=(taxonomy pathなし; General検索/overlay経路).,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=OUT_OF_SCOPE_PRODUCT。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,旧OUT_OF_SCOPE_PRODUCTだがdominationの意味・作品固有性・General到達経路の境界が不明瞭。機械的なGeneral降格/KEEPを避けて保留。
1173,off-color cum,NEEDS_REVIEW,NEEDS_REVIEW,off-color cumはfluid-specific stateだがoff-colorの定義・視覚境界が不明で、旧Product-Fit REVIEWを残す。,YES,REVIEW,General exact canonical=off-color_cum; 日本語表示=オフカラー精液; 日本語search=オフカラー精液; #64 browse path=COLOR_APPEARANCE.,Issue #109 Phase A mechanical ledgerのSpecialID/Tagを維持したB2 human review; 旧Product-Fit=REVIEW。 IDs 801..1600は#96/#107追加ではない既存ID。 production Special/catalog/UserDataは変更していない。,旧Product-Fit REVIEWを再確認したが、exact overlapだけではGeneral十分性もSpecial不要性も確定できない。意味・視覚的境界を保留。
