identity_key,sample_stratum,membership,general_primary_path,special_id,generation_family,reviewed_class,pilot_review_status,review_reason
cowgirl_position,BOUNDARY_OVERLAP,OVERLAP,POSE_MOVEMENT,119,POSE_COMPOSITION,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
unworn_gag,BOUNDARY_OVERLAP,OVERLAP,CLOTHING_STATE_EXPOSURE,2518,RESTRAINT_IMPLEMENT,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
naked_gloves,BOUNDARY_OVERLAP,OVERLAP,CLOTHING_STATE_EXPOSURE,2430,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
body_writing,BOUNDARY_OVERLAP,OVERLAP,TEXT_SYMBOL/TEXT,1896,RESTRAINT_ACTION,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
penis_on_tongue,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,1161,DIRECT_COMPOSITE,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
cum_on_self,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,379,FLUID_STATE_ACTION,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
fellatio_gesture,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,745,CONTEXT_MODIFIER,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
peeing,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,1980,FLUID_STATE_ACTION,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
riding_machine,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTERACTION,311,MACHINE_STRUCTURED,,UNCLASSIFIED,opaque/ambiguous semantics are insufficient from current accepted evidence; do not force a class
bouncing_testicles,BOUNDARY_OVERLAP,OVERLAP,POSE_MOVEMENT,845,BODY_ATTRIBUTE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
rectum,BOUNDARY_OVERLAP,OVERLAP,BODY_PART,2767,BODY_ATTRIBUTE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
smelling_pantyhose,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTERACTION,2335,ACTION_INTERACTION,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
cupless_bikini,BOUNDARY_OVERLAP,OVERLAP,CLOTHING_STATE_EXPOSURE,2096,CLOTHING_EXPOSURE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
food_on_penis,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/OBJECT_USE,1017,DIRECT_COMPOSITE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
erect_clitoris,BOUNDARY_OVERLAP,OVERLAP,BODY_PART,522,BODY_ATTRIBUTE,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
spanking,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTERACTION,1966,RESTRAINT_ACTION,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
nursing_paizuri,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,1202,,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
two-handed_handjob,BOUNDARY_OVERLAP,OVERLAP,BODY_PART,63,ACTION_INTERACTION,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
castration,BOUNDARY_OVERLAP,OVERLAP,BODY_PART,1789,DAMAGE_STATE_ACTION,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
no_panties,BOUNDARY_OVERLAP,OVERLAP,CLOTHING_STATE_EXPOSURE,2111,CLOTHING_EXPOSURE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
licking_nipple,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,751,ACTION_INTERACTION,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
frogtie,BOUNDARY_OVERLAP,OVERLAP,CLOTHING/ACCESSORY,1914,RESTRAINT_ACTION,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
naked_boots,BOUNDARY_OVERLAP,OVERLAP,CLOTHING_STATE_EXPOSURE,2420,CLOTHING_EXPOSURE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
handjob_gesture,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,790,CONTEXT_MODIFIER,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
tentacle_between_breasts,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,2459,NONHUMAN_INTERACTION,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
piercing,BOUNDARY_OVERLAP,OVERLAP,BODY_PART,1833,RESTRAINT_IMPLEMENT,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
nipple-to-nipple,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,804,,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
condom,BOUNDARY_OVERLAP,OVERLAP,OBJECT_PROP/DAILY,2143,IMPLEMENT_OBJECT,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
gigantic_breasts,BOUNDARY_OVERLAP,OVERLAP,BODY_PART,2819,BODY_STATE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
holding_own_leg_back,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTERACTION,2971,POSE_COMPOSITION,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
underwater_sex,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTERACTION,64,ACTION_INTERACTION,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
rabbit_vibrator,BOUNDARY_OVERLAP,OVERLAP,OBJECT_PROP/DAILY,283,IMPLEMENT_OBJECT,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
anal_object_insertion,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,149,INSERTION_STRUCTURED,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
giving_birth,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTERACTION,2184,REPRO_BODY_STATE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
open_pants,BOUNDARY_OVERLAP,OVERLAP,CLOTHING_STATE_EXPOSURE,2233,CLOTHING_EXPOSURE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
powerful_penis,BOUNDARY_OVERLAP,OVERLAP,BODY_PART,1061,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
swimsuit_around_one_leg,BOUNDARY_OVERLAP,OVERLAP,CLOTHING_STATE_EXPOSURE,2979,CLOTHING_EXPOSURE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
cum_bubble,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,807,FLUID_STATE_ACTION,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
pantyhose_around_one_leg,BOUNDARY_OVERLAP,OVERLAP,CLOTHING_STATE_EXPOSURE,2907,CLOTHING_EXPOSURE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
vibrator_on_nipple,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTERACTION,265,IMPLEMENT_OBJECT,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
stuffed_gag,BOUNDARY_OVERLAP,OVERLAP,OBJECT_PROP/DAILY,2902,RESTRAINT_IMPLEMENT,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
nipple_clamps,BOUNDARY_OVERLAP,OVERLAP,OBJECT_PROP,1723,RESTRAINT_IMPLEMENT,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
covered_pussy,BOUNDARY_OVERLAP,OVERLAP,CLOTHING_STATE_EXPOSURE,517,BODY_ATTRIBUTE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
penis_growth,BOUNDARY_OVERLAP,OVERLAP,BODY_PART,1057,BODY_ATTRIBUTE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
implied_breast_milk,BOUNDARY_OVERLAP,OVERLAP,BODY_PART,2955,CLOTHING_EXPOSURE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
bare_legs,BOUNDARY_OVERLAP,OVERLAP,CLOTHING_STATE_EXPOSURE,2209,CLOTHING_EXPOSURE,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
zoophilia,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,496,NONHUMAN_INTERACTION,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
open_skirt,BOUNDARY_OVERLAP,OVERLAP,CLOTHING_STATE_EXPOSURE,2235,CLOTHING_EXPOSURE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
crotch_stomping,BOUNDARY_OVERLAP,OVERLAP,CLOTHING/ACCESSORY,1968,RESTRAINT_ACTION,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
irrumatio,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,106,ACTION_INTERACTION,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
reverse_cowgirl_position,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,124,POSE_COMPOSITION,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
corpse,BOUNDARY_OVERLAP,OVERLAP,BODY_PART,1772,DAMAGE_STATE_ACTION,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
sybian,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,313,MACHINE_STRUCTURED,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
no_blindfold,BOUNDARY_OVERLAP,OVERLAP,CLOTHING_STATE_EXPOSURE,2398,RESTRAINT_IMPLEMENT,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
riding_crop,BOUNDARY_OVERLAP,OVERLAP,OBJECT_PROP/DAILY,1836,RESTRAINT_IMPLEMENT,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
naked_ascot,BOUNDARY_OVERLAP,OVERLAP,CLOTHING_STATE_EXPOSURE,2445,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
gold_pasties,BOUNDARY_OVERLAP,OVERLAP,CLOTHING/EVERYDAY,2460,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
crotchless_leotard,BOUNDARY_OVERLAP,OVERLAP,CLOTHING_STATE_EXPOSURE,2091,CLOTHING_EXPOSURE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
penis_and_testicles_touching,BOUNDARY_OVERLAP,OVERLAP,BODY_PART,957,DIRECT_COMPOSITE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
imminent_vomiting,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTERACTION,2481,CONTEXT_MODIFIER,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
blindfold_pull,BOUNDARY_OVERLAP,OVERLAP,CLOTHING_STATE_EXPOSURE,2492,RESTRAINT_IMPLEMENT,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
hand_gagged,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTERACTION,2437,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
groping,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTERACTION,35,ACTION_INTERACTION,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
testicle_hair,BOUNDARY_OVERLAP,OVERLAP,BODY_PART,965,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
blindfold_lift,BOUNDARY_OVERLAP,OVERLAP,CLOTHING_STATE_EXPOSURE,2415,RESTRAINT_IMPLEMENT,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
pants_rolled_up,BOUNDARY_OVERLAP,OVERLAP,CLOTHING_STATE_EXPOSURE,2312,CLOTHING_EXPOSURE,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
ahegao,BOUNDARY_OVERLAP,OVERLAP,EXPRESSION_EMOTION,647,REACTION_STATE,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
puckered_anus,BOUNDARY_OVERLAP,OVERLAP,BODY_PART,757,BODY_ATTRIBUTE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
blood_on_breasts,BOUNDARY_OVERLAP,OVERLAP,BODY_PART,2864,DAMAGE_STATE_ACTION,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
naked_shoes,BOUNDARY_OVERLAP,OVERLAP,CLOTHING_STATE_EXPOSURE,2392,CLOTHING_EXPOSURE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
futa_with_female,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,2341,RELATION_ROLE_CONTEXT,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
female_ejaculation,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,556,FLUID_STATE_ACTION,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
crotch_kick,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,1963,RESTRAINT_ACTION,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
framed_crotch,BOUNDARY_OVERLAP,OVERLAP,STYLE_QUALITY_META,2976,CLOTHING_EXPOSURE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
green_penis,BOUNDARY_OVERLAP,OVERLAP,BODY_PART,924,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
penis_on_cheek,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,1026,DIRECT_COMPOSITE,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
holding_blindfold,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/OBJECT_USE,2471,RESTRAINT_IMPLEMENT,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
imminent_peeing,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTERACTION,1991,CONTEXT_MODIFIER,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
after_handjob,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,900,CONTEXT_MODIFIER,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
mole_on_pussy,BOUNDARY_OVERLAP,OVERLAP,BODY_PART,791,DIRECT_COMPOSITE,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
huge_nipples,BOUNDARY_OVERLAP,OVERLAP,BODY_PART,740,BODY_ATTRIBUTE,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
scar_on_breast,BOUNDARY_OVERLAP,OVERLAP,BODY_PART,2880,BODY_STATE,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
caning,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTERACTION,2736,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
penis_rest,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,966,,,UNCLASSIFIED,opaque/ambiguous semantics are insufficient from current accepted evidence; do not force a class
back_cutout,BOUNDARY_OVERLAP,OVERLAP,CLOTHING_STATE_EXPOSURE,2205,CLOTHING_EXPOSURE,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
condom_left_inside,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,2144,IMPLEMENT_OBJECT,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
race_fetishism_symbol,BOUNDARY_OVERLAP,OVERLAP,TEXT_SYMBOL/SYMBOL,2520,RELATION_ROLE_CONTEXT,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
mole_under_breast,BOUNDARY_OVERLAP,OVERLAP,BODY_PART,2932,CLOTHING_EXPOSURE,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
triple_anal,BOUNDARY_OVERLAP,OVERLAP,ACTION_CONTACT/INTIMATE,154,INSERTION_STRUCTURED,SEXUAL,REVIEWED,canonical concept itself denotes an explicit sexual act/device/use or sexualized act context
mismatched_pasties,BOUNDARY_OVERLAP,OVERLAP,CLOTHING/EVERYDAY,2461,,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
garter_belt,BOUNDARY_OVERLAP,OVERLAP,CLOTHING/ACCESSORY,2100,CLOTHING_EXPOSURE,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
underboob,BOUNDARY_OVERLAP,OVERLAP,BODY_PART,2174,BODY_ATTRIBUTE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
tape_gag,BOUNDARY_OVERLAP,OVERLAP,CLOTHING/ACCESSORY,1841,RESTRAINT_IMPLEMENT,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
backless_panties,BOUNDARY_OVERLAP,OVERLAP,CLOTHING_STATE_EXPOSURE,2074,CLOTHING_EXPOSURE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
cleavage,BOUNDARY_OVERLAP,OVERLAP,BODY_PART,2171,BODY_ATTRIBUTE,CONTEXTUAL,REVIEWED,canonical concept has substantial natural general-purpose and sexual/fetish discovery uses
lace-trimmed_jacket,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
red_garter,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
bubble_skirt,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
white_jersey,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
torn_belt,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING_STATE_EXPOSURE,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
crystal_earrings,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/ACCESSORY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
silver_boots,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
fur-trimmed_skirt,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
purple-tinted_eyewear,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/ACCESSORY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
no_(gesture),BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
singing,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
tied_tank_top,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING_STATE_EXPOSURE,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
purple_cardigan,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
mechanical_dress,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
armored_corset,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/COSTUME,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
miko,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/COSTUME,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
single_bare_arm,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
sonobeno_high_school_uniform,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/UNIFORM,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
hooded_shrug,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
tight_shirt,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
sneaking_suit,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/COSTUME,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
top_hat,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
gauze_on_arm,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
green_horns,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
upper_body,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
fur-trimmed_shoes,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/EVERYDAY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
holding_stuffed_toy,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,ACTION_CONTACT/OBJECT_USE,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
triceps,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
shinra_infantry_uniform,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/UNIFORM,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
shishio_makoto_(cosplay),BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/COSTUME,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
skeletal_tail,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,BODY_PART,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
hairclip,BOUNDARY_GENERAL_ONLY,GENERAL_ONLY,CLOTHING/ACCESSORY,,,NON_SEXUAL,REVIEWED,canonical concept is ordinarily non-sexual; adult/fetish co-occurrence or lexical surface alone is insufficient
