row_id,canonical_tag,category,display_ja,search_ja,translation_status,translation_note
I70-023960,brigid_(arknights),4,ブリギッド,ブリギッド(アークナイツ),ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023961,california_sea_lion_(kemono_friends),4,カリフォルニアアシカ,カリフォルニアアシカ(けものフレンズ),ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023962,castform_(sunny),4,たいようのすがた,,ACCEPTED_AI,Japanese Pokemon form/name candidate consistent with franchise context
I70-023963,chaperina_philosys,4,chaperina philosys,,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023964,cherrim_(overcast),4,ネガフォルム,,ACCEPTED_AI,Japanese Pokemon form/name candidate consistent with franchise context
I70-023965,chrissy_(animal_crossing),4,クリスチーヌ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023966,clarion,4,クラリオン,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023967,cloud_strife_(holiday_outfit),4,ホリデーアウター,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023968,cloud_strife_(zidane's_outfit),4,ジタンスタイル,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023969,cnoc_na_riabh_(swimsuit_foreigner)_(fate),4,ノクナレア(水着),,REVIEW_REQUIRED,parenthetical candidate does not map cleanly to a copyright disambiguator
I70-023970,conquest_(invincible),4,コンクエスト,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023971,cream_starter_(stand),4,护霜旅行者,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023972,crelly_(crelly_3.0),4,crelly (crelly 3.0),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023973,crusader_(darkest_dungeon),4,クルセイダー,クルセイダー（最も暗いダンジョン）,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023974,cu_chulainn_(fate/extra),4,cu chulainn (fate/extra),,REVIEW_REQUIRED,no reliable Japanese evidence
I70-023975,dagon_(jujutsu_kaisen),4,陀艮,,REVIEW_REQUIRED,short kanji-only candidate is too ambiguous without contextual search evidence
I70-023976,dance_till_dawn_(infinity_nikki),4,夜明け前の躍動,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023977,dib_(invader_zim),4,dib (invader zim),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023978,dodory,4,ドドリー,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023979,dreyfus_zweig,4,ドレフュス・ツヴァイク,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023980,duma_(fire_emblem),4,duma (fire emblem),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023981,durandal_(valkyrie_gloria)_(honkai_impact),4,戦乙女・栄光,,REVIEW_REQUIRED,malformed or low-confidence Japanese evidence requires manual verification
I70-023982,emily_dyer,4,エミリー・ダイアー,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023983,emperor_(ff2),4,パラメキア皇帝,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023984,emporio_ivankov,4,エンポリオ・イワンコフ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023985,enna_alouette_(anniversary_dress),4,enna alouette (anniversary dress),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023986,ereshkigal_(bitter_sweet)_(fate),4,ビター・スイート,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023987,eva_(hundred_line),4,eva (hundred line),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023988,fighter_(dragon's_crown),4,戦闘機（ドラゴンの王冠）,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023989,flea_(chrono_trigger),4,マヨネー,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023990,franka_(originium_dust)_(arknights),4,franka (originium dust) (arknights),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023991,froggyloch_(vtuber),4,froggyloch (vtuber),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-023992,fu_hua_(crane_of_taixuan),4,太虚の鶴鳴,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-023993,fudeshima_shigure,4,筆島しぐれ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023994,fuyou-chan,4,"ふようちゃん,",,REVIEW_REQUIRED,malformed or low-confidence Japanese evidence requires manual verification
I70-023995,ganj-i-sawai_(azur_lane),4,ガンズウェイ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023996,garlock_simon,4,ガーロックサイモン,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023997,gerson_boom,4,ガーソン・ブーム,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023998,geshiko_(girls_und_panzer),4,げし子,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-023999,goldmary_(summer)_(fire_emblem),4,goldmary (summer) (fire emblem),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-024000,gowther,4,ゴウセル,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
