scope,pattern,canonical_tag,special_id,日本語表示,日本語表示_source,current_classification,current_secondary,problem_reason,suggested_classification,confidence,human_review_required,change_mode,evidence_note
General,proper_meme_event,guilty_challenge_(meme),,（監査用仮表示）固有名・ミーム／イベント: guilty challenge (meme),PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,UNRESOLVED,[],固有名・ミーム・イベントは名称だけでは17分類の視覚的意味を安全に決められず、現行UNRESOLVEDは安全だが発見経路が無い。,UNRESOLVED維持; 将来の proper noun / meme / event 専用facetまたは関連表示候補,LOW,YES,NO_DIRECT_RECLASSIFICATION,#64 accepted sidecar row 11198; source_batch=16; accepted_confidence=LOW
General,proper_meme_event,frieren_lap_pillow_(meme),,（監査用仮表示）固有名・ミーム／イベント: frieren lap pillow (meme),PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,UNRESOLVED,[],固有名・ミーム・イベントは名称だけでは17分類の視覚的意味を安全に決められず、現行UNRESOLVEDは安全だが発見経路が無い。,UNRESOLVED維持; 将来の proper noun / meme / event 専用facetまたは関連表示候補,LOW,YES,NO_DIRECT_RECLASSIFICATION,#64 accepted sidecar row 9541; source_batch=13; accepted_confidence=LOW
General,proper_meme_event,black_tape_project,,（監査用仮表示）固有名・ミーム／イベント: black tape project,PROVISIONAL_AUDIT_GLOSS; protected production overlay not read,UNRESOLVED,[],固有名・ミーム・イベントは名称だけでは17分類の視覚的意味を安全に決められず、現行UNRESOLVEDは安全だが発見経路が無い。,UNRESOLVED維持; 将来の proper noun / meme / event 専用facetまたは関連表示候補,LOW,YES,NO_DIRECT_RECLASSIFICATION,#64 accepted sidecar row 2779; source_batch=4; accepted_confidence=LOW
Unified/Special,general_special_mismatch,foot_pussy,832,（監査用仮訳）足で作る女性器風の表現,PROVISIONAL_AUDIT_GLOSS; protected base-Special Japanese source not read,General ACTION_CONTACT/INTIMATE + Special POSE_SCENE; Special profile route enrichmentなし,[],Generalは行為、Specialはポーズとして解釈しているが、POSE_SCENEはUnifiedのkind直接写像を持たず、このIDのgeneration profileにもpose/camera補助が無い。,Unified: ACTION_CONTACT + POSE_POSITION,MEDIUM,YES,UNIFIED_ROUTE_REVIEW_ONLY,Do not mutate #76 authority in Phase 1; review Unified projection only
Unified/Special,special_body_vs_hair,sex_hair,1128,（監査用仮訳）性行為後の乱れた髪,PROVISIONAL_AUDIT_GLOSS; protected base-Special Japanese source not read,General BODY_PART + Special BODY_STATE -> Unified BODY_SITE,[],意味は髪の外観・状態なのにGeneral/Special双方の写像が身体ルートへ寄り、髪・顔から辿れない。,Unified: BODY_SITE + HAIR_FACE,HIGH,YES,UNIFIED_ROUTE_REVIEW_ONLY,Do not mutate #76 authority in Phase 1; review Unified projection only
Unified/Special,special_fluid_vs_meta,cum_on_fourth_wall,1227,（監査用仮訳）第四の壁への精液表現,PROVISIONAL_AUDIT_GLOSS; protected base-Special Japanese source not read,General ACTION_CONTACT/INTIMATE + Special FLUID_EXCRETION,[],体液配置だけでなく第四の壁・画面演出の意味が強く、画面表現側の発見経路が欠ける。,Unified: ACTION_CONTACT + FLUID_EXCRETION + STYLE_PROCESSING,MEDIUM,YES,UNIFIED_ROUTE_REVIEW_ONLY,Do not mutate #76 authority in Phase 1; review Unified projection only
Unified/Special,pose_scene_projection_gap,presenting_own_ass,2847,自分の尻を見せつける,TRACKED_PROMOTION_METADATA,General ACTION_CONTACT/INTIMATE + Special POSE_SCENE + body BUTTOCK_ANAL; GenerationRole=pose_camera,[],Special semantic homeはPOSE_SCENEだがprofile roleがpose_cameraで、Unified overlayはpose/camera完全一致しか補助route化しない。General側はACTIONなのでポーズ経路が残らない。,Unified: ACTION_CONTACT + POSE_POSITION + body BUTTOCK_ANAL,HIGH,YES,UNIFIED_ROUTE_REVIEW_ONLY,Do not mutate #76 authority in Phase 1; review Unified projection only
Unified/Special,pose_scene_projection_gap,holding_own_legs_back,2858,自分の脚を後ろに抱える,TRACKED_PROMOTION_METADATA,General ACTION_CONTACT/INTERACTION + Special POSE_SCENE; GenerationRole=pose_camera,[],保持行為と姿勢の両方が中心。Generalは行為、Specialはポーズだがpose_cameraがUnified補助routeに変換されない。,Unified: ACTION_CONTACT + POSE_POSITION,HIGH,YES,UNIFIED_ROUTE_REVIEW_ONLY,Do not mutate #76 authority in Phase 1; review Unified projection only
Unified/Special,pose_scene_projection_gap,standing_doggystyle,2860,立ちバック,TRACKED_PROMOTION_METADATA,General ACTION_CONTACT/INTIMATE + Special POSE_SCENE; GenerationRole=pose_camera,[],行為であると同時に明示的な立位体位。SpecialはPOSE_SCENEだがUnified上ではGeneral ACTIONだけになりやすい。,Unified: ACTION_CONTACT + POSE_POSITION,HIGH,YES,UNIFIED_ROUTE_REVIEW_ONLY,Do not mutate #76 authority in Phase 1; review Unified projection only
Unified/Special,pose_scene_projection_gap,holding_own_leg_back,2971,自分の片脚を後ろに持つ,TRACKED_PROMOTION_METADATA,General ACTION_CONTACT/INTERACTION + Special POSE_SCENE; GenerationRole=pose_camera,[],保持動作とポーズの複合。SpecialのPOSE_SCENE意図がUnified routeへ投影されない。,Unified: ACTION_CONTACT + POSE_POSITION,HIGH,YES,UNIFIED_ROUTE_REVIEW_ONLY,Do not mutate #76 authority in Phase 1; review Unified projection only
Unified/Special,pose_scene_projection_gap,holding_another's_legs_back,2972,他人の両脚を後ろに持つ,TRACKED_PROMOTION_METADATA,General ACTION_CONTACT/INTERACTION + Special POSE_SCENE; GenerationRole=pose_camera,[],他者への保持行為と体位・姿勢の複合。SpecialのPOSE_SCENE意図がUnified routeへ投影されない。,Unified: ACTION_CONTACT + POSE_POSITION,HIGH,YES,UNIFIED_ROUTE_REVIEW_ONLY,Do not mutate #76 authority in Phase 1; review Unified projection only
