row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,primary_source_file
I70-005530,bloom_poetry_(shining_nikki),Character,575,Bloom Poetry,Bloom Poetry,要確認,character_no_trusted_ja_batch010.csv
I70-005545,koizumi_itsuki_(female),Character,574,古泉一姫,古泉一姫,,character_accepted_blank_batch057.csv
I70-005553,loona_(helluva_boss),Character,573,ルーナ,ルーナ | Loona,要確認,character_youkakunin_final_batch055.csv
I70-005555,luo_binghe,Character,573,洛冰河,洛冰河,要確認,character_youkakunin_remaining_batch053.csv
I70-005574,vei_(vtuber),Character,571,Veibae,Veibae | Vei,要確認,character_no_trusted_ja_batch010.csv
I70-005576,k/da_all_out_evelynn,Character,570,K/DA ALL OUT イブリン,K/DA ALL OUT イブリン,要確認,character_youkakunin_noevidence_batch052.csv
I70-005577,kama_(assassin)_(second_ascension)_(fate),Character,570,カーマ（アサシン・第二再臨）,カーマ（アサシン・第二再臨）,要確認,character_youkakunin_noevidence_batch052.csv
I70-005578,pan_yinhu,Character,570,潘引壺,潘引壺,要確認,character_youkakunin_noevidence_batch052.csv
I70-037709,fate/extella_link,Copyright,567,Fate/EXTELLA LINK,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-005616,windsong_(reverse:1999),Character,566,北方哨歌,北方哨歌 | スヴィスティ,要確認,character_youkakunin_remaining_batch053.csv
I70-005620,dokibird_(bounty_hunter),Character,565,Dokibird（バウンティハンター）,Dokibird（バウンティハンター）,要確認,character_youkakunin_noevidence_batch052.csv
I70-005624,la_manchaland's_don_quixote_(project_moon),Character,565,ラ・マンチャランドのドン・キホーテ,ラ・マンチャランドのドン・キホーテ | ドンチョ,要確認,character_youkakunin_noevidence_batch052.csv
I70-005628,captain_spaceboy,Character,564,キャプテン・スペースボーイ,キャプテン・スペースボーイ | スペースボーイ,要確認,character_youkakunin_noevidence_batch052.csv
I70-005631,gentilhomme_usher,Character,564,Gentilhomme Usher,Gentilhomme Usher,要確認,character_no_trusted_ja_batch010.csv
I70-037723,kantai_collection_(anime),Copyright,562,艦隊これくしょん -艦これ-,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-005657,vaggie,Character,561,ヴァギー,ヴァギー | Vaggie,要確認,character_youkakunin_noevidence_batch052.csv
I70-046527,sadamoto_yoshiyuki,Artist,560,貞本義行,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-005670,abigail_williams_(swimsuit_foreigner)_(first_ascension)_(fate),Character,559,アビゲイル・ウィリアムズ（水着・第一再臨）,アビゲイル・ウィリアムズ（水着・第一再臨）,要確認,character_youkakunin_noevidence_batch052.csv
I70-005679,shyrei_faolan,Character,559,Shyrei Faolan,Shyrei Faolan,要確認,character_no_trusted_ja_batch010.csv
I70-005684,nyon_(randal's_friends),Character,558,Nyon,Nyon,要確認,character_no_trusted_ja_batch010.csv
I70-005687,trinnon_(honkai:_star_rail),Character,558,トリノン,トリノン,要確認,character_youkakunin_remaining_batch053.csv
I70-037734,medium5,Copyright,557,MEDIUM5,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037735,wild_arms_1,Copyright,557,ワイルドアームズ,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-046546,shigatake,Artist,557,しがたけ,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-005711,sakurai_touko,Character,555,桜井桃子,桜井桃子 | 桜井,要確認,character_youkakunin_remaining_batch053.csv
I70-005724,oberon_(first_ascension)_(fate),Character,553,オベロン（第一再臨）,オベロン（第一再臨）,要確認,character_youkakunin_noevidence_batch052.csv
I70-037744,xinyue_tongxing,Copyright,553,新月同行,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-005729,luuk_herssen_(wuthering_waves),Character,552,リューク・ヘルセン,リューク・ヘルセン,要確認,character_youkakunin_remaining_batch053.csv
I70-005730,marie_antoinette_alter_(fate),Character,552,マリー・アントワネット〔オルタ〕,マリー・アントワネット〔オルタ〕 | 黒いマリー,要確認,character_youkakunin_noevidence_batch052.csv
I70-005743,protagonist_2_(housamo),Character,551,主人公2（放サモ）,主人公2（放サモ） | 主2,要確認,character_youkakunin_noevidence_batch052.csv
I70-005745,ye_shunguang_(enlightened_state),Character,551,葉瞬光（明心境）,葉瞬光（明心境）,要確認,character_youkakunin_noevidence_batch052.csv
I70-005748,fujimaru_ritsuka_(female)_(brilliant_summer),Character,550,藤丸立香（女性・ブリリアントサマー）,藤丸立香（女性・ブリリアントサマー） | ブリリアントサマー,要確認,character_youkakunin_final_batch055.csv
I70-037753,pukey_goddess_shot_trick,Copyright,550,ピューキーゴッデスショットトリック,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-005756,angel_dust,Character,549,エンジェル・ダスト,エンジェル・ダスト | Angel Dust,,character_accepted_blank_batch057.csv
I70-005770,jingburger,Character,548,Jingburger,Jingburger,要確認,character_no_trusted_ja_batch010.csv
I70-005774,smol_mari_(blue_archive)_(horuhara),Character,548,ミニマリー,ミニマリー,要確認,character_youkakunin_remaining_batch053.csv
I70-037757,romeo_to_cinderella_(vocaloid),Copyright,548,ロミオとシンデレラ,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-005777,black-haired_demon_girl_(shimmer),Character,547,黒髪の悪魔の少女（Shimmer）,黒髪の悪魔の少女（Shimmer）,要確認,character_youkakunin_noevidence_batch052.csv
I70-005785,aang,Character,546,アン（アバター 伝説の少年アン）,アン（アバター 伝説の少年アン） | アン,,character_accepted_blank_batch057.csv
I70-037761,oneshot_(game),Copyright,546,OneShot,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-005795,mademoiselle_crabaletta,Character,545,マドモアゼル・クラバレッタ,マドモアゼル・クラバレッタ,要確認,character_youkakunin_noevidence_batch052.csv
I70-005798,neutral_chao,Character,545,ニュートラルチャオ,ニュートラルチャオ,要確認,character_youkakunin_noevidence_batch052.csv
I70-005804,nier_(brother),Character,544,ニーア（兄）,ニーア（兄）,要確認,character_youkakunin_final_batch055.csv
I70-005818,kotone_(blue_archive),Character,542,淵上コトネ,淵上コトネ,要確認,character_youkakunin_remaining_batch053.csv
I70-005819,lambda-11,Character,542,Λ-No.11-,Λ-No.11- | ラムダ,要確認,character_youkakunin_final_batch055.csv
I70-005820,marius_von_hagen_(tears_of_themis),Character,542,マリウス・フォン・ハーゲン,マリウス・フォン・ハーゲン,要確認,character_youkakunin_noevidence_batch052.csv
I70-005826,hasumi_souji_(eroe),Character,541,Hasumi Souji,Hasumi Souji,要確認,character_no_trusted_ja_batch010.csv
I70-005834,caleb_(love_and_deepspace),Character,540,マヒル,マヒル,要確認,character_youkakunin_remaining_batch053.csv
I70-005838,matara_kan,Character,540,Matara Kan,Matara Kan,要確認,character_no_trusted_ja_batch010.csv
I70-005850,kiyohime_(second_ascension)_(fate),Character,539,清姫（第二再臨）,清姫（第二再臨）,要確認,character_youkakunin_noevidence_batch052.csv
I70-005852,wang_(arknights),Character,539,ウァン（アークナイツ）,ウァン（アークナイツ）,要確認,character_youkakunin_remaining_batch053.csv
I70-037775,boruto:_two_blue_vortex,Copyright,539,BORUTO-ボルト- -TWO BLUE VORTEX-,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037777,prism_project,Copyright,539,PRISM Project,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037779,enjo_kouhai,Copyright,538,援助交配,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-005869,sapphira_nyx,Character,537,Sapphira Nyx,Sapphira Nyx,要確認,character_no_trusted_ja_batch010.csv
I70-037780,slay_the_spire_2,Copyright,537,Slay the Spire 2,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-005875,finn_the_human,Character,536,フィン（アドベンチャー・タイム）,フィン（アドベンチャー・タイム）,,character_accepted_blank_batch057.csv
I70-005877,marche_lorraine's_puppet,Character,536,パペマル,パペマル,要確認,character_youkakunin_remaining_batch053.csv
I70-005885,van_gogh_(first_ascension)_(fate),Character,536,ヴァン・ゴッホ（第一再臨）,ヴァン・ゴッホ（第一再臨）,要確認,character_youkakunin_noevidence_batch052.csv
I70-037782,sonic_the_hedgehog_(idw),Copyright,536,IDWソニック,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-005886,abyssal_admiral_(kancolle),Character,535,深海提督,深海提督 | 深海棲提督,要確認,character_youkakunin_remaining_batch053.csv
I70-005892,hoozuki_(hoozuki_no_reitetsu),Character,535,鬼灯,鬼灯,,character_accepted_blank_batch057.csv
I70-005895,mortenax_blade_(honkai:_star_rail),Character,535,Mortenax Blade,Mortenax Blade,要確認,character_no_trusted_ja_batch010.csv
I70-037786,listen!!,Copyright,535,Listen!!,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-005903,hungry_nun_(diva),Character,534,空腹の修道女（Diva）,空腹の修道女（Diva）,要確認,character_youkakunin_noevidence_batch052.csv
I70-005906,saegusa_akina,Character,534,三枝明那,三枝明那,,character_accepted_blank_batch057.csv
I70-037790,grand_theft_auto_vi,Copyright,534,Grand Theft Auto VI,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-005910,kylar_(male)_(degrees_of_lewdity),Character,533,Kylar（男性）,Kylar（男性）,要確認,character_youkakunin_noevidence_batch052.csv
I70-005928,gecqua,Character,531,ミオリー,ミオリー,要確認,character_youkakunin_remaining_batch053.csv
I70-005933,yangyang_(xuanling)_(wuthering_waves),Character,531,秧秧・玄翎,秧秧・玄翎,要確認,character_youkakunin_noevidence_batch052.csv
I70-037798,kotobukiya_bishoujo,Copyright,531,コトブキヤ BISHOUJO,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-005943,kama_(assassin)_(third_ascension)_(fate),Character,529,カーマ（アサシン・第三再臨）,カーマ（アサシン・第三再臨）,要確認,character_youkakunin_noevidence_batch052.csv
I70-005944,meruccubus_(merunyaa),Character,529,メルクバス（Merunyaa）,メルクバス（Merunyaa）,要確認,character_youkakunin_noevidence_batch052.csv
I70-005953,purple_heart_(lost_purple)_(neptunia),Character,528,パープルハート,パープルハート,要確認,variant_lost_qualifier_batch003_03.csv
I70-037808,doukyuusei,Copyright,527,同級生,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-005971,nyen_(randal's_friends),Character,525,Nyen,Nyen,要確認,character_no_trusted_ja_batch010.csv
I70-037816,monsters_raid,Copyright,524,モンスターズ・レイド,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-005984,briar_(league),Character,523,ブライアー,ブライアー,要確認,character_youkakunin_noevidence_batch052.csv
I70-005990,oldest_dream,Character,523,最古の夢,最古の夢,要確認,character_youkakunin_noevidence_batch052.csv
I70-005995,hiodoshi_ao_(1st_costume),Character,522,火威青（通常衣装）,火威青（通常衣装）,要確認,character_youkakunin_noevidence_batch052.csv
I70-005996,kfp_employee_(takanashi_kiara),Character,522,KFP従業員（小鳥遊キアラ）,KFP従業員（小鳥遊キアラ）,要確認,character_youkakunin_noevidence_batch052.csv
I70-005997,luther_von_ivory,Character,522,Luther von Ivory,Luther von Ivory,要確認,character_no_trusted_ja_batch010.csv
I70-006004,artoria_caster_(first_ascension)_(fate),Character,521,アルトリア・キャスター（第一再臨）,アルトリア・キャスター（第一再臨）,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv
I70-006010,senri_tsurubami,Character,521,鶴喰千里,鶴喰千里,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv
I70-037819,crazy_raccoon,Copyright,521,Crazy Raccoon,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-006011,annytf,Character,520,Annytf,Annytf,日本語での確立した表示名を追加確認,character_no_trusted_ja_batch010.csv
I70-006018,suisui_(wuthering_waves),Character,520,穗穗,穗穗,日本語公式表記の追加確認が必要,character_review_final_batch061.csv
I70-006035,huai_yunqing,Character,518,怀蕴清,怀蕴清,日本語公式表記の追加確認が必要,character_review_final_batch061.csv
I70-006064,katsushika_hokusai_(first_ascension)_(fate),Character,515,葛飾北斎（第一再臨）,葛飾北斎（第一再臨）,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv
I70-006068,luna_(pgr),Character,515,ルナ,ルナ,日本語公式表記の追加確認が必要,character_review_final_batch061.csv
I70-006069,sheep_nun_(diva),Character,515,羊の修道女,羊の修道女,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv
I70-037837,yappari_chinchirando,Copyright,515,やっぱりチンチランド,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-006084,ekko_(league),Character,513,エコー,エコー | エコー（リーグ・オブ・レジェンド）,日本語公式表記の追加確認が必要,character_review_final_batch061.csv
I70-006085,glasses_nun_(diva),Character,513,眼鏡の修道女,眼鏡の修道女,日本語表示名・表記の確定に追加確認が必要,character_review_final_batch061.csv
I70-006100,syndra_(league),Character,512,シンドラ,シンドラ,日本語公式表記の追加確認が必要,character_review_final_batch061.csv
I70-006101,tenshouin_eichi,Character,512,天祥院英智,天祥院英智,,character_accepted_blank_batch057.csv
I70-006102,xiao_weiying,Character,512,萧未影,萧未影,日本語公式表記の追加確認が必要,character_review_final_batch061.csv
I70-006107,sasaki_kojirou_(fate),Character,511,佐々木小次郎,佐々木小次郎 | アサシン,,character_accepted_blank_batch057.csv
I70-037846,16personalities,Copyright,511,16Personalities,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037849,meridian_project,Copyright,511,Meridian Project,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-006110,adrien_agreste,Character,510,アドリアン・アグレスト,アドリアン・アグレスト | アドリアン,日本語公式表記の追加確認が必要,character_review_final_batch061.csv
I70-006111,anjo_nala,Character,510,アンジョ・ナラ,アンジョ・ナラ,日本語公式表記の追加確認が必要,character_review_final_batch061.csv
I70-006114,heroine_(lovebrush_chronicles),Character,510,主人公（時空の絵旅人）,主人公（時空の絵旅人）,日本語公式表記の追加確認が必要,character_review_final_batch061.csv
I70-006145,tokisaki_asaba_(niliu_chahui),Character,508,朱鷺咲浅羽,朱鷺咲浅羽,日本語公式表記の追加確認が必要,character_review_final_batch061.csv
I70-006169,cael_anselm,Character,505,ヨウケン,ヨウケン,日本語公式表記の追加確認が必要,character_review_final_batch061.csv
I70-006171,lyn_(blade_&_soul),Character,505,リン,リン,既存候補が種族名と混同する可能性があり追加確認,character_review_final_batch061.csv
I70-037862,terminator_(series),Copyright,505,ターミネーター,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-006180,gangut_dva_(kancolle),Character,504,ガングート два,ガングート два,既存日本語候補が明確な誤訳のため公式表記を追加確認,character_review_final_batch061.csv
I70-006185,vila_(reverse:1999),Character,504,ヴィラ,ヴィラ,日本語公式表記の追加確認が必要,character_review_final_batch061.csv
I70-037866,hololive_official_card_game,Copyright,504,hololive OFFICIAL CARD GAME,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-006191,jamie_siu,Character,503,ジェイミー・ショウ,ジェイミー・ショウ | ジェイミー,日本語公式表記の追加確認が必要,character_review_final_batch061.csv
I70-006203,catherine_(project_moon),Character,502,キャサリン・アーンショー,キャサリン・アーンショー,日本語公式表記の追加確認が必要,character_review_final_batch061.csv
I70-006206,kitkallos_(yu-gi-oh!),Character,502,ティアラメンツ・キトカロス,ティアラメンツ・キトカロス,日本語公式表記の追加確認が必要,character_review_final_batch061.csv
I70-006208,shy_(character),Character,502,シャイ,シャイ | SHY,,character_accepted_blank_batch057.csv
I70-006226,ade_(agent_bunny)_(nikke),Character,500,エード：エージェントバニー,エード：エージェントバニー,日本語衣装名の追加確認が必要,character_review_final_batch061.csv
I70-006230,liberalio_(nikke),Character,500,リバーレリオ,リバーレリオ | リバーレリオ（NIKKE）,,character_accepted_blank_batch057.csv
I70-006232,tsukada_satoru,Character,500,塚田悟,塚田悟,日本語公式表記の追加確認が必要,character_review_final_batch061.csv
I70-037877,catherine_(game),Copyright,499,キャサリン,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-037890,false_memory,Copyright,495,False Memory,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-047090,shizuma_yoshinori,Artist,495,しずまよしのり,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-037892,da_capo_i,Copyright,494,D.C. ～ダ・カーポ～,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-037900,fear_&_hunger_1,Copyright,491,Fear & Hunger,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037904,reitaisai_10_contest,Copyright,490,博麗神社例大祭10コンテスト,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037917,maimai_(game),Copyright,485,maimai,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037932,transformers_(live_action),Copyright,482,トランスフォーマー（実写映画）,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037935,everlasting_summer,Copyright,479,Everlasting Summer,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037939,zhu_xian,Copyright,479,誅仙,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037957,world_of_warships,Copyright,474,World of Warships,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037960,18trip,Copyright,472,18TRIP,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037973,shirokami_project,Copyright,468,白髪教団,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037977,gfriend,Copyright,467,GFRIEND,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037980,national_basketball_association,Copyright,466,NBA,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-037997,pornhub,Copyright,459,Pornhub,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038004,jingling_zhi_dan,Copyright,457,精灵之蛋,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038007,gensou_suikoden_i,Copyright,455,幻想水滸伝1,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-047535,itolife,Artist,453,伊東ライフ,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-047547,nishida_asako,Artist,452,西田亜沙子,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-047552,tokumi_yuiko,Artist,452,とくみゆいこ,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-038023,doupo_cangqiong,Copyright,451,斗破苍穹,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038026,phoenix_wright:_ace_attorney_-_spirit_of_justice,Copyright,451,逆転裁判6,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-047556,kazuma_kaneko,Artist,451,金子一馬,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-038028,mahou_shoujo_sae,Copyright,450,魔法少女沙枝,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038034,roshin_yuukai_(vocaloid),Copyright,448,炉心融解,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-047585,koyama_hirokazu,Artist,448,こやまひろかず,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv
I70-038036,rolling_girl_(vocaloid),Copyright,447,ローリンガール,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-038049,doukyuusei_2,Copyright,443,同級生2,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038052,chuugoku_yome_nikki,Copyright,441,中国嫁日記,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038055,ginga_eiyuu_densetsu,Copyright,440,logh【腐】,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038064,marvel_tokon:_fighting_souls,Copyright,438,MARVEL闘魂,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038071,story_of_eastern_wonderland,Copyright,436,東方封魔録,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038086,tsukuyomi_moonphase,Copyright,431,月詠(漫画),,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038090,tokyo_mirage_sessions_fe,Copyright,430,幻影異聞録♯FE,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038092,juuni_kokuki,Copyright,429,十二国記,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038118,phantasmagoria_of_flower_view,Copyright,424,東方花映塚,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038129,kakyuusei,Copyright,421,下級生,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-048003,tokyogenso,Artist,419,東京幻想,,"semantic translation: artist identity preserved; known Japanese credit used when clear, otherwise canonical handle retained without machine translation",artist_initial_audit_batch008.csv
I70-038155,fuuki_iinchou_seira,Copyright,415,風紀委員長聖薇,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038159,tamagotchi_(classic),Copyright,414,たまごっち,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-038162,ga-rei,Copyright,413,喰霊,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038163,pacific_(kancolle),Copyright,413,美艦本,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038164,sinsekai_record,Copyright,413,深脊界計画,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038167,gwechul,Copyright,411,怪談出勤,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038180,me!me!me!,Copyright,407,私！私！私！,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038182,clair_obscur:_expedition_33,Copyright,406,光與影:33號遠征隊,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038192,ga-rei_zero,Copyright,403,喰霊-零-,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-007477,clark_kent_(civilian),Character,401,クラーク・ケント,クラーク・ケント,,variant_lost_qualifier_batch003_03.csv
I70-038197,sengoku_otome,Copyright,401,戦国乙女,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038200,code:_kite,Copyright,400,代号鸢,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038226,double_dealing_character,Copyright,395,東方輝針城,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038229,magician's_aerial_dream,Copyright,395,東方架空園,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038240,houchi_shoujo,Copyright,392,放置少女2周年記念イラコン,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038246,phantasmagoria_of_dim.dream,Copyright,391,夢時空,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-048498,choborau_nyopomi,Artist,388,ちょぼらうにょぽみ,,"semantic translation: artist identity preserved; known Japanese credit used when clear, otherwise canonical handle retained without machine translation",artist_initial_audit_batch008.csv
I70-038276,antinomy_of_common_flowers,Copyright,381,憑依華,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038278,predator_(series),Copyright,381,プレデター,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-038279,qinshi_mingyue,Copyright,381,天行九歌,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038288,rain_world,Copyright,379,雨世界,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038291,wangzhe_rongyao,Copyright,379,王者荣耀,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038298,natsume_yuujinchou,Copyright,377,夏目友人帳,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038313,muse_dash,Copyright,374,喵斯快跑,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038314,pixiv_fate/grand_order_contest_2,Copyright,374,FGOイラコン2,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038316,ace_attorney_investigations_2:_prosecutor's_gambit,Copyright,373,逆転検事2,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038317,blade_runner_(series),Copyright,373,ブレードランナー,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-038329,kaibutsu_oujo,Copyright,370,怪物王女,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038330,matai_toshi,Copyright,370,魔胎都市,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038345,agarest_senki_(series),Copyright,365,アガレスト戦記,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-038353,ooe_(adelta),Copyright,364,大穢,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038354,valkyrie_profile_1,Copyright,364,ヴァルキリープロファイル,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-038359,osu!,Copyright,363,OSU！,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038364,kamihime_project,Copyright,362,神姫PROJECT,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038395,rilakkuma_(series),Copyright,357,リラックマ,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv
I70-038403,mahou_shoujo_ikusei_keikaku_restart,Copyright,355,魔法少女育成計画restart,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038404,plants_vs._zombies_2,Copyright,355,植物大战僵尸2,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038421,mystic_square,Copyright,351,東方怪綺談,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
I70-038423,roco_kingdom:_world,Copyright,351,洛克王国,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv
