row_id,canonical_tag,post_count,display_ja,existing_candidate_ja,translation_note,risk_flags,related_copyright_top1,related_copyright_top1_coverage,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-011190,uesugi_kenshin_(second_ascension)_(fate),244,上杉謙信(Fate),上杉謙信(Fate),variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DUPLICATE_DISPLAY_WITHIN_CATEGORY,fate/grand_order,1.0,FIX_DISPLAY,uesugi kenshin (second ascension) (fate),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025068,kikyou_(gloggy),83,栗原桔梗,栗原桔梗,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,original,1.0,FIX_DISPLAY,kikyou (gloggy),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025107,midori_(kancolle),83,羅針盤娘,羅針盤娘,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,kantai_collection,1.0,FIX_DISPLAY,midori (kancolle),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025117,nakazawa_kaori_(moriya_naoki),83,中澤佳織,中澤佳織,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,nakazawa-san_no_ikisugita_yoru.,1.0,FIX_DISPLAY,nakazawa kaori (moriya naoki),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025129,orgus_(f-kare),83,オルグス,オルグス,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,shoukan_yuusha_to_f-kei_kareshi,1.0,FIX_DISPLAY,orgus (f-kare),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025149,ryan_(dq4),83,ライアン,ライアン,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,dragon_quest,1.0,FIX_DISPLAY,ryan (dq4),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025162,sonic_speed_monkey,83,ソニック(血界戦線),ソニック(血界戦線),parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,kekkai_sensen,1.0,FIX_DISPLAY,sonic speed monkey,,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025175,tachibana_kyouka_(jin),83,橘京香,橘京香,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,tachibana-san-chi_no_dansei_jijou,0.982143,FIX_DISPLAY,tachibana kyouka (jin),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025178,tengen_toppa_gurren-lagann_(mecha),83,天元突破グレンラガン,天元突破グレンラガン,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,tengen_toppa_gurren_lagann,1.0,FIX_DISPLAY,tengen toppa gurren-lagann (mecha),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025180,time_mage_(fft),83,タイムメイジ（FFT）,タイムメイジ（FFT）,parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,final_fantasy,1.0,FIX_DISPLAY,time mage (fft),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025213,biachan_(colon_br),82,ころんびぁーと,ころんびぁーと,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,original,1.0,FIX_DISPLAY,biachan (colon br),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025221,chibitalia_(hetalia),82,ちびたりあ,ちびたりあ,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,axis_powers_hetalia,1.0,FIX_DISPLAY,chibitalia (hetalia),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025222,cotton_(character),82,ナタ・デ・コットン,ナタ・デ・コットン,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,cotton_(game),1.0,FIX_DISPLAY,cotton (character),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025233,edel_(ikeuchi_tanuma),82,エーデル（青木青本）,エーデル（青木青本）,parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,original,1.0,FIX_DISPLAY,edel (ikeuchi tanuma),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025239,freckles-chan_(aymusk),82,そばかすちゃん,そばかすちゃん,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,original,1.0,FIX_DISPLAY,freckles-chan (aymusk),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025254,heywood_l._edwards_kai_(kancolle),82,ヘイウッド・L・エドワーズ改,ヘイウッド・L・エドワーズ改,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,kantai_collection,1.0,FIX_DISPLAY,heywood l. edwards kai (kancolle),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025266,ishmael_(pgr),82,慈悲者,慈悲者,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,punishing:_gray_raven,1.0,FIX_DISPLAY,ishmael (pgr),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025270,james_moriarty_(gray_collar)_(fate),82,グレイ・カラー,グレイ・カラー,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,fate/grand_order,1.0,FIX_DISPLAY,james moriarty (gray collar) (fate),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025311,majiko_(emurin),82,マジ子,マジ子,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,ragnarok_online,1.0,FIX_DISPLAY,majiko (emurin),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025343,ozoi_(nijiura_maids),82,オゾいさん,オゾいさん,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,futaba_channel,0.985507,FIX_DISPLAY,ozoi (nijiura maids),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025375,stay_gold_(racehorse),82,ステイゴールド,ステイゴールド,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,umamusume,0.828947,FIX_DISPLAY,stay gold (racehorse),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025377,susan_(rakeemspoon),82,スーザン（Rakeemspoon）,スーザン（Rakeemspoon）,parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,original,1.0,FIX_DISPLAY,susan (rakeemspoon),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025384,the_little_mermaid_(andersen),82,にんぎょひめ,にんぎょひめ,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,andersen's_fairy_tales,0.986842,FIX_DISPLAY,the little mermaid (andersen),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025398,wedding_peach,82,ウェディングピーチ(キャラクター),ウェディングピーチ(キャラクター),parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,ai_tenshi_densetsu_wedding_peach,1.0,FIX_DISPLAY,wedding peach,,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025406,akimitsu-dono,81,藤原顕光(Fate),藤原顕光(Fate),parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,fate/grand_order,1.0,FIX_DISPLAY,akimitsu-dono,,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025414,ashigara_(housamo),81,アシガラ,アシガラ,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,tokyo_afterschool_summoners,1.0,FIX_DISPLAY,ashigara (housamo),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025433,chitose_kumi_(hitotose),81,千歳來未,千歳來未,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,original,1.0,FIX_DISPLAY,chitose kumi (hitotose),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025450,elekshaal_(calpish),81,エレクシャール,エレクシャール,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,original,1.0,FIX_DISPLAY,elekshaal (calpish),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025453,estonia_(hetalia),81,エドァルド・フォンヴォック,エドァルド・フォンヴォック,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,axis_powers_hetalia,1.0,FIX_DISPLAY,estonia (hetalia),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025459,galatea_claude,81,ガラテア(IdentityV),ガラテア(IdentityV),parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,identity_v,1.0,FIX_DISPLAY,galatea claude,,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025465,golden_tiger_(kemono_friends),81,ゴールデンタビータイガー(けものフレンズ),ゴールデンタビータイガー(けものフレンズ),parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED | CHARACTER_NO_COPYRIGHT_CONTEXT,,,FIX_DISPLAY,golden tiger (kemono friends),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025466,gregory_(fnaf),81,グレゴリー,グレゴリー,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,five_nights_at_freddy's,1.0,FIX_DISPLAY,gregory (fnaf),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025467,gustaff,81,グスタフ(ロックマンDASH),グスタフ(ロックマンDASH),parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,mega_man_(series),1.0,FIX_DISPLAY,gustaff,,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025471,haru_urara_(racehorse),81,ハルウララ,ハルウララ,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,umamusume,0.884615,FIX_DISPLAY,haru urara (racehorse),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025487,jefuty_(bakery_girl),81,ジェフティ(パン屋作戦),ジェフティ(パン屋作戦),parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,codename:_bakery_girl,1.0,FIX_DISPLAY,jefuty (bakery girl),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025510,kohinata_iroha_(imouuzai),81,小日向彩羽,小日向彩羽,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,tomodachi_no_imouto_ga_ore_ni_dake_uzai,1.0,FIX_DISPLAY,kohinata iroha (imouuzai),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025560,pallapalla_(sailor_moon),81,パラパラ,パラパラ,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,bishoujo_senshi_sailor_moon,1.0,FIX_DISPLAY,pallapalla (sailor moon),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025592,suzuki_airi_(saishu_chikan_densha),81,柏木あいり,柏木あいり,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,saishuu_chikan_densha,1.0,FIX_DISPLAY,suzuki airi (saishu chikan densha),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025662,corrin_(dragon)_(fire_emblem),80,コリン（火の紋章）（ドラゴン）,コリン（火の紋章）（ドラゴン）,parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,fire_emblem,1.0,FIX_DISPLAY,corrin (dragon) (fire emblem),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025663,crow-chan_(karasu_raven),80,クロウちゃん（カラスレイヴン）,クロウちゃん（カラスレイヴン）,parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,original,1.0,FIX_DISPLAY,crow-chan (karasu raven),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025666,divine_heart_makina_(character),80,ディバインハート・マキナ,ディバインハート・マキナ,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE | CHARACTER_NO_COPYRIGHT_CONTEXT,,,FIX_DISPLAY,divine heart makina (character),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025668,dwarf_(dq10),80,ドワーフ(DQ10),ドワーフ(DQ10),parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED,dragon_quest,1.0,FIX_DISPLAY,dwarf (dq10),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025700,hombre_tigre_(housamo),80,オンブレティグレ,オンブレティグレ,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,tokyo_afterschool_summoners,1.0,FIX_DISPLAY,hombre tigre (housamo),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025704,ichika-chan_(iiiichimaru_03),80,はよ見ろ一円,はよ見ろ一円,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,original,1.0,FIX_DISPLAY,ichika-chan (iiiichimaru 03),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025706,imoko_(aldehyde),80,いも子,いも子,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,original,0.925,FIX_DISPLAY,imoko (aldehyde),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025711,johnston_(halloween)_(kancolle),80,ジョンストン(ハロウィン),ジョンストン(ハロウィン),parenthetical candidate does not map cleanly to a copyright disambiguator,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,kantai_collection,1.0,FIX_DISPLAY,johnston (halloween) (kancolle),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025734,lufel_(p5x),80,ルフェル,ルフェル,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,persona,1.0,FIX_DISPLAY,lufel (p5x),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
I70-025740,mau-chan_(7name),80,まうちゃん,まうちゃん,variant/form rendering plausible but not independently verified,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,indie_virtual_youtuber,1.0,FIX_DISPLAY,mau-chan (7name),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,raw Japanese candidate only; no Japanese existing display/search/verified/source alias evidence,variant/括弧付き日本語候補がraw candidate以外で裏付けられない低使用数行。誤った日本語identity/variant訳を残さずcanonical由来fallbackへ戻す。,PROPOSED
