row_id,canonical_tag,post_count,display_ja,search_ja,translation_note,risk_flags,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-040259,wuhua_mixin,156,ネオ・アーティファクト～物華弥新～,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040265,heart_no_kuni_no_alice,155,ハートの国のアリス,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040282,fullmetal_alchemist_the_movie:_conqueror_of_shamballa,154,劇場版 鋼の錬金術師 シャンバラを征く者,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040284,kingdom_hearts:_chain_of_memories,154,キングダム ハーツ チェイン オブ メモリーズ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040288,star_wars:_visions,154,スター・ウォーズ：ビジョンズ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040300,kusari_hime:_euthanasia,153,腐り姫 ～euthanasia～,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040313,final_fantasy_vii_revelation,152,ファイナルファンタジーVII リベレーション,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040321,super_mario_world_2:_yoshi's_island,152,スーパーマリオ ヨッシーアイランド,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040357,sony's_spider-man_universe,150,ソニーズ・スパイダーマン・ユニバース,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040359,the_caves_of_steel,150,鋼鉄都市,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040368,kingdom_hearts_3d:_dream_drop_distance,149,キングダム ハーツ 3D [ドリーム ドロップ ディスタンス],,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040376,wake_up_girls!_stage_no_tenshi,149,"Wake Up, Girls! ステージの天使",,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040396,silver_rain,147,シルバーレイン,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040399,the_scream,147,叫び,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040404,fuwafuwa_time,146,ふわふわ時間,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040408,metroid_prime_4:_beyond,146,メトロイドプライム4 ビヨンド,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040410,prism_magical,146,プリズム☆ま〜じカル ～ PRISM Generations! ～,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040414,tamatoys,146,TamaToys（タマトイズ）,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040434,saint_seiya:_the_lost_canvas,145,聖闘士星矢 THE LOST CANVAS 冥王神話,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040503,code_geass:_dakkan_no_roze,141,コードギアス 奪還のロゼ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040517,shin_sangoku_musou_origins,141,真・三國無双 ORIGINS,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040544,gundam_seed_astray,139,機動戦士ガンダムSEED ASTRAY,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040546,id_:_invaded,139,ID:INVADED イド：インヴェイデッド,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040550,pocketland,139,ポケットランド,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040566,hypnosis_mic:_rule_the_stage,138,『ヒプノシスマイク -Division Rap Battle-』Rule the Stage,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040571,livejupiter_(2channel),138,なんでも実況J（なんJ）,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040576,pokemon:_the_first_movie_-_mewtwo_strikes_back,138,劇場版ポケットモンスター ミュウツーの逆襲,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040602,resident_evil_7:_biohazard,136,バイオハザード7 レジデント イービル,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040608,akatsuki_no_kiseki,135,英雄伝説 暁の軌跡,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040620,mahou_girls_precure!!_~mirai_days~,135,魔法つかいプリキュア!! ～MIRAI DAYS～,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040630,shin_sekaiju_no_meikyuu_2,135,新・世界樹の迷宮2 ファフニールの騎士,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040634,trigger_heart_exelica,135,トリガーハート エグゼリカ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040641,dissidia_final_fantasy_opera_omnia,134,ディシディア ファイナルファンタジー オペラオムニア,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040642,doki_doki_majo_shinpan,134,どきどき魔女神判!,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040648,hellsing:_the_dawn,134,HELLSING外伝 THE DAWN,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040670,canvas_2,133,Canvas2 ～茜色のパレット～,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040679,macross_zero,133,マクロス ゼロ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040684,angelic_layer,132,機動天使エンジェリックレイヤー,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040690,diablo_3,132,ディアブロ III,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040696,kirby:_squeak_squad,132,星のカービィ 参上! ドロッチェ団,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040697,kirby_&_the_amazing_mirror,132,星のカービィ 鏡の大迷宮,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040699,ranma_1/2_kessen_tougenkyou!_hanayome_wo_torimodose!,132,らんま1/2 決戦桃幻郷! 花嫁を奪りもどせ!!,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040708,umamusume:_star_blossom,132,ウマ娘 プリティーダービー スターブロッサム,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040713,batman:_the_animated_series,131,バットマン：アニメイテッド・シリーズ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040718,kidou_senkan_nadesico_-_prince_of_darkness,131,劇場版 機動戦艦ナデシコ -The prince of darkness-,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040726,ultimate_nipper,131,アルティメットニッパー,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040731,code_geass:_genesic_re;code,130,コードギアス Genesic Re;CODE,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040733,ed_edd_n_eddy,130,エド エッド エディ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040735,isshuukan_friends,130,一週間フレンズ。,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040753,cat's_eye,129,キャッツ♥アイ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040759,mamonomusume_to_no_seikatsu_~ramia_no_baai~,129,魔物娘との性活 ～ラミアの場合～,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040766,sword_art_online:_hollow_fragment,129,ソードアート・オンライン -ホロウ・フラグメント-,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040793,castle_of_cagliostro,127,ルパン三世 カリオストロの城,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040805,rapunzel's_tangled_adventure,127,ラプンツェル ザ・シリーズ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
I70-040812,ace_combat_04,126,エースコンバット04 シャッタードスカイ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,KEEP,,,CURATED_COPYRIGHT_TITLE_NO_SEMANTIC_RISK,HIGH,prior semantic re-curation + v3 risk classification,残存flagはsource文字列の完全一致差のみ。構造/衝突/曖昧性リスクがないため監修済み表示を維持。,PROPOSED
