row_id,canonical_tag,post_count,display_ja,search_ja,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-006709,seyren_windsor,460,セイレン・ウィンザー,セイレン・ウィンザー,FIX_BOTH,seyren windsor,,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-006733,salome_(one_piece),458,サロメ,サロメ,FIX_BOTH,salome (one piece),サロメ(ONEPIECE),BLANK_ACCEPTED_CANONICAL_WITH_SOURCE_JA_SEARCH,HIGH,current Japanese display unsupported; strong Japanese evidence exists only as alternate source term,表示はcanonicalへ戻し、保存済みの強い日本語証拠のみ検索語として残す。,PROPOSED
I70-006736,volkner_(pokemon),458,デンジ,デンジ,FIX_BOTH,volkner (pokemon),オデン | デンジ(トレーナー),BLANK_ACCEPTED_CANONICAL_WITH_SOURCE_JA_SEARCH,HIGH,current Japanese display unsupported; strong Japanese evidence exists only as alternate source term,表示はcanonicalへ戻し、保存済みの強い日本語証拠のみ検索語として残す。,PROPOSED
I70-006742,heinrike_prinzessin_zu_sayn-wittgenstein,457,ハインリーケ・プリンツェシン・ツー・ザイン＝ウィトゲンシュタイン,ハインリーケ・プリンツェシン・ツー・ザイン＝ウィトゲンシュタイン,FIX_BOTH,heinrike prinzessin zu sayn-wittgenstein,ハインリーケ・P・Z・ザイン・ウィトゲンシュタイン | ハインリーケ・プリンツェシン・ツー・ザイン・ウィトゲンシュタ | プリン姫,BLANK_ACCEPTED_CANONICAL_WITH_SOURCE_JA_SEARCH,HIGH,current Japanese display unsupported; strong Japanese evidence exists only as alternate source term,表示はcanonicalへ戻し、保存済みの強い日本語証拠のみ検索語として残す。,PROPOSED
I70-006747,roll.exe_(mega_man),457,ロール.EXE,ロール.EXE,FIX_BOTH,roll.exe (mega man),ロール(ロックマンエグゼ) | ロールEXE | ロールエグゼ,BLANK_ACCEPTED_CANONICAL_WITH_SOURCE_JA_SEARCH,HIGH,current Japanese display unsupported; strong Japanese evidence exists only as alternate source term,表示はcanonicalへ戻し、保存済みの強い日本語証拠のみ検索語として残す。,PROPOSED
I70-006757,lady_avalon_(second_ascension)_(fate),456,レディ・アヴァロン（第2再臨）,レディ・アヴァロン（第2再臨）,FIX_BOTH,レディ・アヴァロン（second ascension）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-006760,scar_(wuthering_waves),456,スカー,スカー,FIX_BOTH,scar (wuthering waves),,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-006782,senya_(dq11),455,セーニャ,セーニャ,FIX_BOTH,senya (dq11),セーニャ(DQ11),BLANK_ACCEPTED_CANONICAL_WITH_SOURCE_JA_SEARCH,HIGH,current Japanese display unsupported; strong Japanese evidence exists only as alternate source term,表示はcanonicalへ戻し、保存済みの強い日本語証拠のみ検索語として残す。,PROPOSED
I70-006791,michelle_(bang_dream!),454,ミッシェル,ミッシェル,FIX_BOTH,michelle (bang dream!),ミッシェル(バンドリ),BLANK_ACCEPTED_CANONICAL_WITH_SOURCE_JA_SEARCH,HIGH,current Japanese display unsupported; strong Japanese evidence exists only as alternate source term,表示はcanonicalへ戻し、保存済みの強い日本語証拠のみ検索語として残す。,PROPOSED
I70-006804,chang_chin-lan,452,チャン・ジンラン,チャン・ジンラン,FIX_BOTH,chang chin-lan,,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-006825,ortlinde_(fate),451,オルトリンデ,オルトリンデ,FIX_BOTH,ortlinde (fate),オルトリンデ(Fate),BLANK_ACCEPTED_CANONICAL_WITH_SOURCE_JA_SEARCH,HIGH,current Japanese display unsupported; strong Japanese evidence exists only as alternate source term,表示はcanonicalへ戻し、保存済みの強い日本語証拠のみ検索語として残す。,PROPOSED
I70-006832,entelechia_(arknights),450,エンテレケイア,エンテレケイア,FIX_BOTH,entelechia (arknights),,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-006838,minior_(core),450,メテノ（コア）,メテノ（コア）,FIX_BOTH,メテノ（core）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-006850,team_skull_grunt,449,スカル団のしたっぱ,スカル団のしたっぱ,FIX_BOTH,team skull grunt,スカルだんのしたっぱ,BLANK_ACCEPTED_CANONICAL_WITH_SOURCE_JA_SEARCH,HIGH,current Japanese display unsupported; strong Japanese evidence exists only as alternate source term,表示はcanonicalへ戻し、保存済みの強い日本語証拠のみ検索語として残す。,PROPOSED
I70-006870,okita_j._souji_(first_ascension)_(fate),447,沖田・J・ソウジ（第1再臨）,沖田・J・ソウジ（第1再臨）,FIX_BOTH,オキタ・J・ソウジ（first ascension）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-006881,moco_(fushigi_na_neko_no_machi_meltier),446,モコ,モコ,FIX_BOTH,moco (fushigi na neko no machi meltier),,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-006882,nitocris_(swimsuit_assassin)_(second_ascension)_(fate),446,ニトクリス（水着・第2再臨）,ニトクリス（水着・第2再臨）,FIX_BOTH,ニトクリス（水着）（second ascension）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,AUDIT_KEEP; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-006888,cu_chulainn_(fate/prototype),445,クー・フーリン〔Prototype〕,クー・フーリン〔Prototype〕,FIX_BOTH,cu chulainn (fate/prototype),旧ランサー,BLANK_ACCEPTED_CANONICAL_WITH_SOURCE_JA_SEARCH,HIGH,current Japanese display unsupported; strong Japanese evidence exists only as alternate source term,表示はcanonicalへ戻し、保存済みの強い日本語証拠のみ検索語として残す。,PROPOSED
I70-006893,winter_soldier,445,ウィンター・ソルジャー,ウィンター・ソルジャー,FIX_BOTH,winter soldier,ウィンターソルジャー,BLANK_ACCEPTED_CANONICAL_WITH_SOURCE_JA_SEARCH,HIGH,current Japanese display unsupported; strong Japanese evidence exists only as alternate source term,表示はcanonicalへ戻し、保存済みの強い日本語証拠のみ検索語として残す。,PROPOSED
I70-006901,she-hulk,444,シー・ハルク,シー・ハルク,FIX_BOTH,she-hulk,シーハルク,BLANK_ACCEPTED_CANONICAL_WITH_SOURCE_JA_SEARCH,HIGH,current Japanese display unsupported; strong Japanese evidence exists only as alternate source term,表示はcanonicalへ戻し、保存済みの強い日本語証拠のみ検索語として残す。,PROPOSED
I70-006906,yu_mei-ren_(first_ascension)_(fate),444,虞美人（第1再臨）,虞美人（第1再臨）,FIX_BOTH,yu mei-ren (first ascension) (fate),,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-006908,black_lady_(sailor_moon),443,ブラック・レディ,ブラック・レディ,FIX_BOTH,black lady (sailor moon),ブラックレディ,BLANK_ACCEPTED_CANONICAL_WITH_SOURCE_JA_SEARCH,HIGH,current Japanese display unsupported; strong Japanese evidence exists only as alternate source term,表示はcanonicalへ戻し、保存済みの強い日本語証拠のみ検索語として残す。,PROPOSED
I70-006910,inugami_korone_(roomwear),443,戌神ころね（部屋着）,戌神ころね（部屋着）,FIX_BOTH,戌神ころね（roomwear）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,AUDIT_KEEP; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-006917,thrud_(fate),443,スルーズ,スルーズ,FIX_BOTH,thrud (fate),スルーズ(Fate),BLANK_ACCEPTED_CANONICAL_WITH_SOURCE_JA_SEARCH,HIGH,current Japanese display unsupported; strong Japanese evidence exists only as alternate source term,表示はcanonicalへ戻し、保存済みの強い日本語証拠のみ検索語として残す。,PROPOSED
I70-006919,female_corrin_(novice_vacationer)_(fire_emblem),442,カムイ（女・水着）,カムイ（女・水着）,FIX_BOTH,カムイ（女性・FEif）（novice vacationer）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,AUDIT_KEEP; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-006925,rikka_(holostars),442,律可,律可,FIX_BOTH,rikka (holostars),,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-006946,snow_white_(fairy_tale_character),440,白雪姫,白雪姫,FIX_BOTH,snow white (fairy tale character),,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-006955,ishigami_nozomi_(1st_costume),439,石神のぞみ（通常衣装）,石神のぞみ（通常衣装）,FIX_BOTH,石神のぞみ（1st costume）,石神のぞみ(通常),BLANK_ACCEPTED_TRUSTED_BASE_WITH_SOURCE_SEARCH,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant + strong Japanese source evidence,注記なしAccepted。表示は検証済み本体名＋canonical variantへ統一し、強い日本語証拠だけ検索に保持。,PROPOSED
I70-006960,uruha_rushia_(school_uniform),439,潤羽るしあ（制服）,潤羽るしあ（制服）,FIX_BOTH,潤羽るしあ（school uniform）,潤羽るしあ(校服),BLANK_ACCEPTED_TRUSTED_BASE_WITH_SOURCE_SEARCH,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant + strong Japanese source evidence,注記なしAccepted。表示は検証済み本体名＋canonical variantへ統一し、強い日本語証拠だけ検索に保持。,PROPOSED
I70-006961,atalanta_alter_(fate),438,アタランテ〔オルタ〕,アタランテ〔オルタ〕,FIX_BOTH,atalanta alter (fate),アタランテ(オルタ) | アタランテオルタ | アタランテ・オルタ | バサランテ,BLANK_ACCEPTED_CANONICAL_WITH_SOURCE_JA_SEARCH,HIGH,current Japanese display unsupported; strong Japanese evidence exists only as alternate source term,表示はcanonicalへ戻し、保存済みの強い日本語証拠のみ検索語として残す。,PROPOSED
I70-006962,charlemagne_(fate),438,シャルルマーニュ,シャルルマーニュ,FIX_BOTH,charlemagne (fate),シャルルマーニュ(Fate),BLANK_ACCEPTED_CANONICAL_WITH_SOURCE_JA_SEARCH,HIGH,current Japanese display unsupported; strong Japanese evidence exists only as alternate source term,表示はcanonicalへ戻し、保存済みの強い日本語証拠のみ検索語として残す。,PROPOSED
I70-006966,fusaichi_pandora_(umamusume),438,フサイチパンドラ,フサイチパンドラ,FIX_BOTH,fusaichi pandora (umamusume),,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-006970,mithrun_(young),438,ミスルン（若年）,ミスルン（若年）,FIX_BOTH,ミスルン（young）,若ミス,BLANK_ACCEPTED_TRUSTED_BASE_WITH_SOURCE_SEARCH,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant + strong Japanese source evidence,注記なしAccepted。表示は検証済み本体名＋canonical variantへ統一し、強い日本語証拠だけ検索に保持。,PROPOSED
I70-006978,jean_(sea_breeze_dandelion)_(genshin_impact),437,ジン（海風の夢）,ジン（海風の夢）,FIX_BOTH,ジン（原神）（sea breeze dandelion）,海風の夢,BLANK_ACCEPTED_TRUSTED_BASE_WITH_SOURCE_SEARCH,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant + strong Japanese source evidence,注記なしAccepted。表示は検証済み本体名＋canonical variantへ統一し、強い日本語証拠だけ検索に保持。,PROPOSED
I70-006980,leos_vincent,437,レオス・ヴィンセント,レオス・ヴィンセント,FIX_BOTH,leos vincent,,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-006989,bremerton_(kung_fu_cruiser)_(azur_lane),436,ブレマートン（アクションクルーズ）,ブレマートン（アクションクルーズ）,FIX_BOTH,ブレマートン（アズールレーン）（kung fu cruiser）,アクションクルーズ,BLANK_ACCEPTED_TRUSTED_BASE_WITH_SOURCE_SEARCH,HIGH,AUDIT_FIX_SEARCH; canonical variant + strong Japanese source evidence,注記なしAccepted。表示は検証済み本体名＋canonical variantへ統一し、強い日本語証拠だけ検索に保持。,PROPOSED
I70-006999,viktor_(league),436,ビクター,ビクター,FIX_BOTH,viktor (league),,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-007002,yuri_(project_moon),436,ユーリ（Limbus Company）,ユーリ（Limbus Company）,FIX_BOTH,yuri (project moon),,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-007022,hindenburg_(delirious_duel)_(azur_lane),434,ヒンデンブルク（パラリティク・バーサス）,ヒンデンブルク（パラリティク・バーサス）,FIX_BOTH,ヒンデンブルク（delirious duel）,パラリティク・バーサス,BLANK_ACCEPTED_TRUSTED_BASE_WITH_SOURCE_SEARCH,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant + strong Japanese source evidence,注記なしAccepted。表示は検証済み本体名＋canonical variantへ統一し、強い日本語証拠だけ検索に保持。,PROPOSED
I70-007027,shirakami_fubuki_(parade_dress),434,白上フブキ（パレードドレス）,白上フブキ（パレードドレス）,FIX_BOTH,白上フブキ（parade dress）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,AUDIT_KEEP; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-007028,sussurro_(summer_flower)_(arknights),434,ススーロ（夏の花）,ススーロ（夏の花）,FIX_BOTH,ススーロ（summer flower）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-007031,fate_testarossa_(impulse_form),433,フェイト・テスタロッサ（インパルスフォーム）,フェイト・テスタロッサ（インパルスフォーム）,FIX_BOTH,フェイト・テスタロッサ（impulse form）,インパルスフォーム,BLANK_ACCEPTED_TRUSTED_BASE_WITH_SOURCE_SEARCH,HIGH,AUDIT_KEEP; canonical variant + strong Japanese source evidence,注記なしAccepted。表示は検証済み本体名＋canonical variantへ統一し、強い日本語証拠だけ検索に保持。,PROPOSED
I70-007035,kidou_yuuto,433,鬼道有人,鬼道有人,FIX_BOTH,kidou yuuto,,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-007054,mejiro_dober_(off_the_line)_(umamusume),432,メジロドーベル（ツイステッド・ライン）,メジロドーベル（ツイステッド・ライン）,FIX_BOTH,メジロドーベル（off the line）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-007105,daiwa_scarlet_(mini_vacation)_(umamusume),428,ダイワスカーレット（トライフル☆バケーション）,ダイワスカーレット（トライフル☆バケーション）,FIX_BOTH,ダイワスカーレット（ウマ娘）（mini vacation）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,AUDIT_FIX_SEARCH; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-007111,vita_(lone_planetfarer)_(honkai_impact),428,ヴィタ（残星のさすらい人）,ヴィタ（残星のさすらい人）,FIX_BOTH,ヴィータ（崩壊）（lone planetfarer）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,AUDIT_FIX_DISPLAY; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-007113,yumeoi_kakeru,428,夢追翔,夢追翔,FIX_BOTH,yumeoi kakeru,,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-007124,lycanroc_(midnight),427,ルガルガン（まよなかのすがた）,ルガルガン（まよなかのすがた）,FIX_BOTH,ルガルガン（midnight）,まよなかのすがた,BLANK_ACCEPTED_TRUSTED_BASE_WITH_SOURCE_SEARCH,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant + strong Japanese source evidence,注記なしAccepted。表示は検証済み本体名＋canonical variantへ統一し、強い日本語証拠だけ検索に保持。,PROPOSED
I70-007128,abigail_williams_(emerald_float)_(fate),426,アビゲイル・ウィリアムズ（エメラルド・フロート）,アビゲイル・ウィリアムズ（エメラルド・フロート）,FIX_BOTH,abigail williams (emerald float) (fate),エメラルド・フロート,BLANK_ACCEPTED_CANONICAL_WITH_SOURCE_JA_SEARCH,HIGH,current Japanese display unsupported; strong Japanese evidence exists only as alternate source term,表示はcanonicalへ戻し、保存済みの強い日本語証拠のみ検索語として残す。,PROPOSED
I70-007138,orihara_kozue,426,折原梢,折原梢,FIX_BOTH,orihara kozue,,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-007170,antonio_salieri_(second_ascension)_(fate),423,アントニオ・サリエリ（第二再臨）,アントニオ・サリエリ（第二再臨）,FIX_BOTH,アントニオ・サリエリ（second ascension）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-007180,narita_taishin_(nevertheless)_(umamusume),423,ナリタタイシン（Nevertheless）,ナリタタイシン（Nevertheless）,FIX_BOTH,ナリタタイシン（nevertheless）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-007181,nui_sociere_(1st_costume),423,ニュイ・ソシエール（通常衣装）,ニュイ・ソシエール（通常衣装）,FIX_BOTH,ニュイ・ソシエール（1st costume）,ニュイ・ソシエール(通常),BLANK_ACCEPTED_TRUSTED_BASE_WITH_SOURCE_SEARCH,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant + strong Japanese source evidence,注記なしAccepted。表示は検証済み本体名＋canonical variantへ統一し、強い日本語証拠だけ検索に保持。,PROPOSED
I70-007192,kaidou_(one_piece),422,カイドウ（ONE PIECE）,カイドウ,FIX_BOTH,kaidou (one piece),カイドウ(ONEPIECE),BLANK_ACCEPTED_CANONICAL_WITH_SOURCE_JA_SEARCH,HIGH,current Japanese display unsupported; strong Japanese evidence exists only as alternate source term,表示はcanonicalへ戻し、保存済みの強い日本語証拠のみ検索語として残す。,PROPOSED
I70-007203,marco_(one_piece),421,マルコ（ONE PIECE）,マルコ,FIX_BOTH,marco (one piece),,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-007255,mysterious_heroine_x_alter_(second_ascension)_(fate),418,謎のヒロインX〔オルタ〕（第二再臨）,謎のヒロインX〔オルタ〕（第二再臨）,FIX_BOTH,謎のヒロインX〔オルタ〕（second ascension）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-007256,oda_nobunaga_(swimsuit_berserker)_(first_ascension)_(fate),418,織田信長（水着バーサーカー・第一再臨）,織田信長（水着バーサーカー・第一再臨）,FIX_BOTH,織田信長（Fate）（swimsuit berserker / first ascension）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,AUDIT_KEEP; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-007273,airani_iofifteen_(1st_costume),416,アイラニ・イオフィフティーン（通常衣装）,アイラニ・イオフィフティーン（通常衣装）,FIX_BOTH,アイラニ・イオフィフティーン（1st costume）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-007279,miyamoto_musashi_(first_ascension)_(fate),416,宮本武蔵（第一再臨）,宮本武蔵（第一再臨）,FIX_BOTH,miyamoto musashi (first ascension) (fate),,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-007295,suo_sango_(1st_costume),415,周央サンゴ（通常衣装）,周央サンゴ（通常衣装）,FIX_BOTH,周央サンゴ（1st costume）,周央サンゴ(通常),BLANK_ACCEPTED_TRUSTED_BASE_WITH_SOURCE_SEARCH,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant + strong Japanese source evidence,注記なしAccepted。表示は検証済み本体名＋canonical variantへ統一し、強い日本語証拠だけ検索に保持。,PROPOSED
I70-007307,mejiro_ardan_(crystalline)_(umamusume),414,メジロアルダン（クリノクロア・ライン）,メジロアルダン（クリノクロア・ライン）,FIX_BOTH,メジロアルダン（crystalline）,,BLANK_ACCEPTED_TRUSTED_BASE_NO_JA_EVIDENCE,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant; no strong Japanese evidence,注記なしAcceptedかつvariant日本語の強い証拠なし。検証済み本体名＋canonical variantへ戻し、未裏付け日本語検索語を除去。,PROPOSED
I70-007344,mash_kyrielight_(ortenaus),412,マシュ・キリエライト（オルテナウス）,マシュ・キリエライト（オルテナウス）,FIX_BOTH,mash kyrielight (ortenaus),オルテナウス,BLANK_ACCEPTED_CANONICAL_WITH_SOURCE_JA_SEARCH,HIGH,current Japanese display unsupported; strong Japanese evidence exists only as alternate source term,表示はcanonicalへ戻し、保存済みの強い日本語証拠のみ検索語として残す。,PROPOSED
I70-007346,miyamoto_musashi_(second_ascension)_(fate),412,宮本武蔵（第二再臨）,宮本武蔵（第二再臨）,FIX_BOTH,miyamoto musashi (second ascension) (fate),,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-007363,taihou_(temptation_on_the_sea_breeze)_(azur_lane),411,大鳳（潮風のテンプテーション）,大鳳（潮風のテンプテーション）,FIX_BOTH,大鳳（アズールレーン）（temptation on the sea breeze）,潮風のテンプテーション,BLANK_ACCEPTED_TRUSTED_BASE_WITH_SOURCE_SEARCH,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant + strong Japanese source evidence,注記なしAccepted。表示は検証済み本体名＋canonical variantへ統一し、強い日本語証拠だけ検索に保持。,PROPOSED
I70-007365,wu_zetian_(first_ascension)_(fate),411,武則天（第一再臨）,武則天（第一再臨）,FIX_BOTH,wu zetian (first ascension) (fate),,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
I70-007388,taihou_(sweet_time_after_school)_(azur_lane),408,大鳳（下校後の甘い時間）,大鳳（下校後の甘い時間）,FIX_BOTH,大鳳（アズールレーン）（sweet time after school）,下校後の甘い時間,BLANK_ACCEPTED_TRUSTED_BASE_WITH_SOURCE_SEARCH,HIGH,DIRECT_SOURCE_SUPPORT; canonical variant + strong Japanese source evidence,注記なしAccepted。表示は検証済み本体名＋canonical variantへ統一し、強い日本語証拠だけ検索に保持。,PROPOSED
I70-007394,kamen_rider_double,407,仮面ライダーW,仮面ライダーW,FIX_BOTH,kamen rider double,,BLANK_ACCEPTED_UNSUPPORTED_JA_TO_CANONICAL,HIGH,no strong Japanese evidence; blank semantic note,注記も強い日本語証拠もないため、低影響行はcanonical表示へ戻し未裏付け日本語検索語も除去。,PROPOSED
