row_id,canonical_tag,post_count,display_ja,search_ja,translation_note,related_copyright_top1,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-027002,s-hawk,75,s-hawk,,multiple/conflicting Japanese candidates,one_piece,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027020,spectre_(off),75,spectre (off),,multiple/conflicting Japanese candidates,off_(game),KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027021,suga_kyoutarou,75,suga kyoutarou,,no reliable Japanese evidence,saki_(manga),KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027023,tachibana_hinano_(4th_costume),75,tachibana hinano (4th costume),,multiple/conflicting Japanese candidates,vspo!,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027027,tanezawa_nanami_(rouka),75,tanezawa nanami (rouka),,multiple/conflicting Japanese candidates,original,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027029,tenochtitlan_(academy_outfit)_(fate),75,tenochtitlan (academy outfit) (fate),,non-Japanese/simplified-Chinese evidence,,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027032,tomioka_tsutako,75,tomioka tsutako,,multiple/conflicting Japanese candidates,kimetsu_no_yaiba,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027035,urd_(second_ascension)_(fate),75,urd (second ascension) (fate),,multiple/conflicting Japanese candidates,fate/grand_order,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027055,yukoku_kiriko_(delight_summer),75,yukoku kiriko (delight summer),,multiple/conflicting Japanese candidates,,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027056,zacharie_(off),75,zacharie (off),,multiple/conflicting Japanese candidates,off_(game),KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027059,aether_(hot_springs)_(genshin_impact),74,aether (hot springs) (genshin impact),,multiple/conflicting Japanese candidates,genshin_impact,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027061,akagi_wen_(1st_costume),74,akagi wen (1st costume),,multiple/conflicting Japanese candidates,nijisanji,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027062,alex_(degrees_of_lewdity),74,alex (degrees of lewdity),,multiple/conflicting Japanese candidates,degrees_of_lewdity,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027071,apricot_the_lich_(goth),74,apricot the lich (goth),,multiple/conflicting Japanese candidates,vshojo,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027076,ashtoreth_illacrimo,74,ashtoreth illacrimo,,no reliable Japanese evidence,original,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027084,blueno,74,blueno,,multiple/conflicting Japanese candidates,one_piece,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027087,br'er_fox_(disney),74,br'er fox (disney),,multiple/conflicting Japanese candidates,song_of_the_south,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027091,catherine_(sedai),74,catherine (sedai),,multiple/conflicting Japanese candidates,original,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027093,celine_(teatime_garb)_(fire_emblem),74,celine (teatime garb) (fire emblem),,multiple/conflicting Japanese candidates,fire_emblem,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027103,cyron_tanryoku,74,cyron tanryoku,,no reliable Japanese evidence,original,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027104,debater_(16personalities),74,debater (16personalities),,multiple/conflicting Japanese candidates,16personalities,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027110,elia_stellaria,74,elia stellaria,,multiple/conflicting Japanese candidates,indie_virtual_youtuber,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027115,ev3_(junkzero),74,ev3 (junkzero),,multiple/conflicting Japanese candidates,original,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027120,forte_(crystalplanet00),74,forte (crystalplanet00),,no reliable Japanese evidence,original,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027123,francine_smith,74,francine smith,,multiple/conflicting Japanese candidates,american_dad!,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027124,frye_(splatoween)_(splatoon),74,frye (splatoween) (splatoon),,multiple/conflicting Japanese candidates,splatoon_(series),KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027126,furukawa_uta_(yukimoto_shuuji_(gurigura)),74,furukawa uta (yukimoto shuuji (gurigura)),,no reliable Japanese evidence,original,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027138,hero_(dq9),74,hero (dq9),,multiple/conflicting Japanese candidates,dragon_quest,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027139,hishi_miracle_(casual)_(umamusume),74,hishi miracle (casual) (umamusume),,multiple/conflicting Japanese candidates,umamusume,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027140,hoshimachi_suisei_(supernova),74,hoshimachi suisei (supernova),,multiple/conflicting Japanese candidates,hololive,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027141,hoshina_shuuji,74,hoshina shuuji,,multiple/conflicting Japanese candidates,sanoba_witch,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027143,houshou_marine_(holonatsu_paradise),74,houshou marine (holonatsu paradise),,multiple/conflicting Japanese candidates,hololive,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027156,jeritza_von_hrym,74,jeritza von hrym,,no reliable Japanese evidence,fire_emblem,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027166,kawahara_masashi,74,kawahara masashi,,multiple/conflicting Japanese candidates,chaos;child,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027171,kuma_(tekken),74,kuma (tekken),,multiple/conflicting Japanese candidates,tekken,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027173,kuune_(asobi_ni_iku_yo!),74,kuune (asobi ni iku yo!),,multiple/conflicting Japanese candidates,,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027174,lady_in_azure,74,lady in azure,,multiple/conflicting Japanese candidates,cookie_run,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027176,lanino_(deltarune),74,lanino (deltarune),,multiple/conflicting Japanese candidates,deltarune,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027177,lee_rein,74,lee rein,,multiple/conflicting Japanese candidates,vlyz,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027186,maika_(vocaloid),74,maika (vocaloid),,multiple/conflicting Japanese candidates,vocaloid,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027188,manaka_(sumiyao),74,manaka (sumiyao),,no reliable Japanese evidence,original,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027195,mii_(popotan),74,mii (popotan),,no reliable Japanese evidence,popotan,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027196,mika_(veyonis),74,mika (veyonis),,multiple/conflicting Japanese candidates,original,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027206,more_more_jump!_len,74,more more jump! len,,multiple/conflicting Japanese candidates,project_sekai,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027207,mostima_(sports)_(arknights),74,mostima (sports) (arknights),,multiple/conflicting Japanese candidates,arknights,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027212,murano_sayaka_(swimsuit),74,murano sayaka (swimsuit),,multiple/conflicting Japanese candidates,love_live!,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027223,ntw-20_(the_aristocrat_experience)_(girls'_frontline),74,ntw-20 (the aristocrat experience) (girls' frontline),,non-Japanese/simplified-Chinese evidence,girls'_frontline,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027230,oribe_mafuyu,74,oribe mafuyu,,no reliable Japanese evidence,seikon_no_qwaser,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027231,otomachi_una_(voicepeak),74,otomachi una (voicepeak),,multiple/conflicting Japanese candidates,voicepeak,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027235,p-3_(atomic_heart),74,p-3 (atomic heart),,multiple/conflicting Japanese candidates,atomic_heart,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027238,peke_(zannen_onna-kanbu_black_general-san),74,peke (zannen onna-kanbu black general-san),,multiple/conflicting Japanese candidates,zannen_onna-kanbu_black_general-san,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027245,qin_shi_huang_(shuumatsu_no_valkyrie),74,qin shi huang (shuumatsu no valkyrie),,multiple/conflicting Japanese candidates,shuumatsu_no_valkyrie,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027248,rhaast,74,rhaast,,multiple/conflicting Japanese candidates,league_of_legends,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027250,rice_shower_(boc'z)_(umamusume),74,rice shower (boc'z) (umamusume),,multiple/conflicting Japanese candidates,umamusume,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027251,rosalina_(pro_racer),74,rosalina (pro racer),,multiple/conflicting Japanese candidates,mario_(series),KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027253,rosmontis_(an_airy_dream)_(arknights),74,rosmontis (an airy dream) (arknights),,multiple/conflicting Japanese candidates,arknights,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027263,scp-173,74,scp-173,,no reliable Japanese evidence,scp_foundation,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027269,shirakawa_yuina_(midsummer_gendarmerie),74,shirakawa yuina (midsummer gendarmerie),,multiple/conflicting Japanese candidates,heaven_burns_red,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027285,taski_maiden_(ena),74,taski maiden (ena),,multiple/conflicting Japanese candidates,ena_(series),KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027287,tatsuki_midoriya,74,tatsuki midoriya,,multiple/conflicting Japanese candidates,morenatsu,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027293,tezcatlipoca_(second_ascension)_(fate),74,tezcatlipoca (second ascension) (fate),,multiple/conflicting Japanese candidates,fate/grand_order,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027311,yun_wuyue_(gujian_qitan),74,yun wuyue (gujian qitan),,non-Japanese/simplified-Chinese evidence,gujian_qitan_3,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027316,aayla_secura,73,aayla secura,,multiple/conflicting Japanese candidates,star_wars,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027325,alpha_(ff14),73,alpha (ff14),,multiple/conflicting Japanese candidates,final_fantasy,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027326,altina_orion_(black_rabbit),73,altina orion (black rabbit),,multiple/conflicting Japanese candidates,eiyuu_densetsu,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027327,aluber_(yu-gi-oh!),73,aluber (yu-gi-oh!),,multiple/conflicting Japanese candidates,yu-gi-oh!,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027328,alune_(league),73,alune (league),,multiple/conflicting Japanese candidates,league_of_legends,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027340,astaroth_elrond_mariel,73,astaroth elrond mariel,,multiple/conflicting Japanese candidates,mahoutsukai_linn_no_shiawase_na_kekkon,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027341,asumi_sena_(4th_costume),73,asumi sena (4th costume),,multiple/conflicting Japanese candidates,vspo!,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027351,beni-enma_(second_ascension),73,beni-enma (second ascension),,multiple/conflicting Japanese candidates,fate/grand_order,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027355,berit_(eisu),73,berit (eisu),,multiple/conflicting Japanese candidates,original,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027361,ceras_yanagida_lilienfeld_(swimsuit),73,ceras yanagida lilienfeld (swimsuit),,multiple/conflicting Japanese candidates,love_live!,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027366,chonkers_(takanashi_kiara),73,chonkers (takanashi kiara),,multiple/conflicting Japanese candidates,hololive,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027376,damian_blackwood,73,damian blackwood,,multiple/conflicting Japanese candidates,zenless_zone_zero,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
I70-027384,elio_(honkai:_star_rail),73,elio (honkai: star rail),,multiple/conflicting Japanese candidates,honkai:_star_rail,KEEP,,,CONSERVATIVE_LATIN_FALLBACK_NO_TRUSTED_JA_EVIDENCE,HIGH,canonical_tag + frozen Issue70 source evidence,日本語表示の信頼できる根拠が無いため、誤った読みを作らず現在のLatin/canonical fallbackを維持。,PROPOSED
