canonical_tag,post_count,aliases,v1_status,prescreen_status,stage_a_family,stage_b_fit,nearest_special_identity,reason,confidence,review_priority,content_filter_used,audit_bucket,p0_spotcheck
grass_root_youkai_network,648,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,foot worship (SpecialID 23; score=0.170),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
kei_truck,648,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,face fucking (SpecialID 110; score=0.214),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
open_bag,648,open_backpack,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,open legs (SpecialID 2760; score=0.559),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
plant_name,648,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,plant sex (SpecialID 1150; score=0.573),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
spiked_knuckles,648,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,spiked penis (SpecialID 830; score=0.542),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
striped_camisole,648,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,camisole (SpecialID 2084; score=0.750),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
v_sisters,648,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,after sex (SpecialID 10; score=0.200),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
binder,647,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,building sex (SpecialID 72; score=0.200),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
fake_beard,647,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,fake penis shadow (SpecialID 1117; score=0.492),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
kubo_tite_(style),647,kubo_taito_(style),LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,doggy style (SpecialID 138; score=0.450),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
mystic_eyes_of_death_perception,647,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,death (SpecialID 2165; score=0.515),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
ponytail_holder,647,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,doggystyle (SpecialID 120; score=0.180),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
rubber_band,647,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,double handjob (SpecialID 21; score=0.252),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
woodland_camouflage,647,flecktarn|woodland_pattern|m81_woodland_(camo)|multicam_(camo),LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,footjob under table (SpecialID 26; score=0.189),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
baby's-breath,646,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,breath play (SpecialID 1974; score=0.450),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
rectangular_pupils,646,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,bare anus (SpecialID 4; score=0.200),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
ribbon-trimmed_hairband,646,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,ribbon bondage (SpecialID 2394; score=0.468),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
steaming_food,646,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,cum on food (SpecialID 355; score=0.487),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
adjustable_wrench,645,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,double handjob (SpecialID 21; score=0.203),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
clutching_chest,645,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,cum on chest (SpecialID 350; score=0.525),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
collared_bodysuit,645,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,bodysuit (SpecialID 2078; score=0.738),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
hyakkaou_academy_school_uniform,645,hyakkaou_academy_uniform,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,naked school attendance (SpecialID 2413; score=0.350),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
kindergarten,645,preschool,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,deepthroat (SpecialID 103; score=0.205),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
single_mechanical_leg,645,single_robot_leg|mechanical_leg,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,mechanical sex (SpecialID 319; score=0.534),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
bear_trap,644,foothold_trap,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,trap (SpecialID 2374; score=0.727),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
foot_up_heel_up,644,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,foot lick (SpecialID 1661; score=0.450),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
inkling_(language),644,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,building sex (SpecialID 72; score=0.210),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
kafuu_chino's_school_uniform,644,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,naked school attendance (SpecialID 2413; score=0.322),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
pavilion,644,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,anilingus (SpecialID 101; score=0.265),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
text_in_eyes,644,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,rape eyes (SpecialID 1379; score=0.482),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
vine_print,644,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,vine tentacle (SpecialID 2490; score=0.516),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
charging_forward,643,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,after oral (SpecialID 112; score=0.208),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
go_(board_game),643,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,nipple guessing game (meme) (SpecialID 1052; score=0.300),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
reverse_princess_carry,643,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,reverse prayer (SpecialID 1926; score=0.525),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
saber_(fate)_(cosplay),643,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,after fellatio (SpecialID 100; score=0.200),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
chocolate_cornet,642,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,chocolate on penis (SpecialID 1075; score=0.569),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
fainting,642,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,anilingus (SpecialID 101; score=0.265),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
kansaiben,642,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,anus (SpecialID 1; score=0.208),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
praying_mantis,642,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,automatic sex (SpecialID 70; score=0.200),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
bursting_pectorals,641,bursting_pecs,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,cum on pectorals (SpecialID 357; score=0.543),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
canyon,641,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,anilingus (SpecialID 101; score=0.180),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
single_earphone_removed,641,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,gag removed (SpecialID 2730; score=0.490),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
virtuous_contract,641,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,crotch grab (SpecialID 18; score=0.161),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
bunny_slippers,640,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,bunny vibrator (SpecialID 1472; score=0.499),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
kurokumo_clan_(identity)_(project_moon),640,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,automatic sex (SpecialID 70; score=0.138),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
space_cat_(meme),640,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,negative space oral (meme) (SpecialID 2442; score=0.613),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
studio_microphone,640,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,automatic sex (SpecialID 70; score=0.180),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
submission_hold,640,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,submission (SpecialID 1967; score=0.810),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
academic_test,639,school_test|examination_paper|test,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,automatic sex (SpecialID 70; score=0.208),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
butterflyfish,639,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,after fellatio (SpecialID 100; score=0.200),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
gate_of_babylon_(fate),639,gate_of_babylon|gates_of_babylon,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,breasts out of clothes (SpecialID 2650; score=0.321),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
grandfather_and_grandson,639,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,father and son threesome (SpecialID 1234; score=0.412),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
ukrainian_flag,639,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,cooperative fellatio (SpecialID 102; score=0.185),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
vertical-striped_necktie,639,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,naked necktie (SpecialID 2411; score=0.493),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
afro_puffs,638,space_puffs,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,after sex (SpecialID 10; score=0.237),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
coco's,638,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,grabbing another's ass (SpecialID 34; score=0.311),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
decorating_christmas_tree,638,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,building sex (SpecialID 72; score=0.170),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
oxygen_tank,638,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,exposed genitals (SpecialID 5; score=0.200),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
rice_cooker,638,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,face fucking (SpecialID 110; score=0.196),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
stage_connection,638,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,amazon position (SpecialID 118; score=0.203),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
colored_eyebrows,637,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,colored penis (SpecialID 855; score=0.552),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
crescent_choker,637,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,crotch rub (SpecialID 85; score=0.216),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
fabulous,637,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,anus (SpecialID 1; score=0.225),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
identical_genderswap,637,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,crotch grab (SpecialID 18; score=0.174),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
manhole_cover,637,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,nude cover (SpecialID 2310; score=0.555),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
speaking_tube_headset,637,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,pee tube (SpecialID 1510; score=0.442),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
sugoi_dekai,637,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,anus peek (SpecialID 3; score=0.180),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
sunflower_print,637,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,cow print pasties (SpecialID 2466; score=0.450),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
t-pose,637,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,bound puppy pose (SpecialID 2451; score=0.389),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
back_cover,636,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,breast cover (SpecialID 2664; score=0.569),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
clow_card,636,clow_cards,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,clothed after sex (SpecialID 14; score=0.208),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
feminization,636,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,forced feminization (SpecialID 439; score=0.798),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
osmanthus,636,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,anus (SpecialID 1; score=0.277),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
sleeping_together,636,couple_lying_together,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,peeing together (SpecialID 1987; score=0.635),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
soviet_army,636,red_army,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,crotch rub (SpecialID 85; score=0.171),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
spoken_star,636,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,spoken impregnation (SpecialID 2454; score=0.482),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
swallow_(bird),636,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,blowjob (SpecialID 109; score=0.171),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
cold_pack,635,cold_compress|cooling_pad,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,clothed sex (SpecialID 15; score=0.180),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
crystal_sword,635,ice_sword,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,sword-swallowing fellatio (SpecialID 996; score=0.343),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
france,635,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,facefucking (SpecialID 114; score=0.212),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
kundala_(fate),635,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,footjob under table (SpecialID 26; score=0.164),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
lizardman,635,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,bare anus (SpecialID 4; score=0.200),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
will-o'-the-wisp_(mythology),635,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,all the way through (SpecialID 1863; score=0.323),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
yuyushiki's_school_uniform,635,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,naked school attendance (SpecialID 2413; score=0.334),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
arm_scrunchie,634,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,arm cutout (SpecialID 2203; score=0.476),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
chibigurumi,634,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,anilingus (SpecialID 101; score=0.180),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
cutlass,634,cutlass_(sword),LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,cloth glansjob (SpecialID 13; score=0.214),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
heart_hair_bun,634,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,heart maebari (SpecialID 2390; score=0.492),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
pebble,634,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,anus peek (SpecialID 3; score=0.180),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
print_cape,634,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,nude cape (SpecialID 2578; score=0.526),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
sos_brigade,634,sos-dan_(suzumiya_haruhi),LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,exposed genitals (SpecialID 5; score=0.167),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
fist_in_hand,633,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OBJECT_OR_ACTION_PLACEMENT,GENERAL_ONLY,cum in hands (SpecialID 1401; score=0.457),ordinary hand/finger and non-intimate body interaction; no deep Special relation is established,HIGH,P3,NO,,
griffin,633,gryphon,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,facefucking (SpecialID 114; score=0.200),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
layered_legwear,633,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,layered sideboob (SpecialID 2440; score=0.503),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
pac-man_eyes,633,pacman_eyes,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,rape eyes (SpecialID 1379; score=0.482),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
utensil,633,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,after sex (SpecialID 10; score=0.169),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
biplane,632,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,building sex (SpecialID 72; score=0.237),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
dandelion_seed,632,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,anilingus (SpecialID 101; score=0.235),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
dragonslayer_(sword),632,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,sword-swallowing fellatio (SpecialID 996; score=0.325),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
empty_pool,632,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,cum pool (SpecialID 360; score=0.542),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
fruit_background,632,/fruitbg,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,fruit dildo (SpecialID 1547; score=0.475),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
meditation,632,meditating,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,fellatio (SpecialID 104; score=0.250),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
sailor_moon_(cosplay),632,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_NAMED_OR_CONTEXTUAL,GENERAL_ONLY,amazon position (SpecialID 118; score=0.175),named character/cosplay/meme/contextual surface is not a reusable deep Special concept,HIGH,P3,NO,,
six_fanarts_challenge,632,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,anus peek (SpecialID 3; score=0.180),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
split_crop,632,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,riding crop (SpecialID 1836; score=0.499),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
apple_pie,631,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,cream pie (SpecialID 410; score=0.492),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
face_in_shadow,631,,LIKELY_GENERAL_ONLY,LIKELY_GENERAL_ONLY,GENERAL_OTHER,GENERAL_ONLY,penis shadow (SpecialID 788; score=0.537),whole-tag meaning does not show a strong Special deep-discovery need,MEDIUM,P3,NO,,
